investment_id,account_id,security_name,investment_type,quantity,purchase_price
2052,2534,Google,Stock,663,1298.27
2053,6424,Amazon,ETF,969,374.07
2054,6178,Google,Stock,574,405.62
2055,1115,Google,Bond,123,194.3
2056,3354,Apple,ETF,321,1005.43
2057,5089,Microsoft,ETF,626,473.51
2058,6018,Tesla,Bond,812,1055.65
2059,4375,Google,Bond,323,322.38
2060,6253,Google,ETF,995,239.79
2061,4342,Tesla,ETF,657,941.05
2062,492,Microsoft,Stock,277,1278.76
2063,4756,Netflix,Bond,991,56.79
2064,6546,Tesla,Stock,200,527.53
2065,3035,Microsoft,Stock,846,528.24
2066,459,Netflix,Stock,972,1007.8
2067,5150,Google,ETF,176,766.9
2068,248,Google,Stock,949,1210.74
2069,2590,Apple,Bond,734,1001.82
2070,722,Microsoft,ETF,904,1338.68
2071,6728,Amazon,Stock,370,396.28
2072,6472,Google,Stock,367,279.44
2073,5766,Netflix,Bond,505,738.1
2074,2074,Google,Bond,580,591.87
2075,6508,Microsoft,Stock,35,466.12
2076,2313,Apple,Stock,446,22.98
2077,4656,Microsoft,ETF,947,212.22
2078,2439,Microsoft,Bond,129,1440.82
2079,5502,Amazon,Bond,826,553.86
2080,1704,Amazon,Bond,608,349.53
2081,6682,Microsoft,Bond,925,980.86
2082,2378,Netflix,Bond,22,878.39
2083,1145,Apple,Stock,908,1271.2
2084,200,Amazon,Stock,881,547.09
2085,6635,Google,ETF,203,908.55
2086,357,Apple,Bond,62,864.52
2087,5034,Tesla,Stock,863,952.03
2088,2072,Amazon,Stock,451,849.86
2089,3254,Tesla,Bond,685,1407.73
2090,6505,Apple,ETF,489,452.01
2091,1019,Netflix,Bond,793,94.59
2092,1079,Google,Stock,665,1239.6
2093,6141,Netflix,ETF,796,880.89
2094,2020,Netflix,ETF,612,767.69
2095,4352,Google,Bond,961,240.29
2096,4562,Microsoft,Bond,160,1031.66
2097,1989,Amazon,Stock,806,1278.23
2098,4846,Google,ETF,425,1091.6
2099,2754,Google,ETF,716,1125.2
2100,2903,Netflix,ETF,363,1265.66
2101,6006,Microsoft,Stock,178,678.45
2102,1582,Netflix,Stock,505,1067.35
2103,2359,Netflix,ETF,884,991.53
2104,1178,Amazon,ETF,110,798.33
2105,1088,Tesla,ETF,287,1354.33
2106,1323,Tesla,ETF,989,320.92
2107,5454,Tesla,Bond,397,162.52
2108,3348,Google,ETF,32,1152.0
2109,2268,Apple,Bond,746,1385.29
2110,2756,Netflix,Bond,102,130.35
2111,4526,Amazon,Stock,517,128.39
2112,1006,Apple,Bond,7,1407.21
2113,5795,Tesla,ETF,736,908.62
2114,311,Amazon,ETF,299,1021.96
2115,2774,Microsoft,Bond,174,1191.78
2116,4309,Netflix,Stock,453,1171.97
2117,3441,Amazon,Bond,814,416.63
2118,1690,Microsoft,Stock,326,1051.83
2119,1778,Tesla,ETF,902,690.64
2120,5992,Tesla,ETF,452,784.84
2121,1770,Microsoft,Bond,789,1121.81
2122,1533,Apple,Bond,123,71.19
2123,1131,Amazon,Stock,502,667.12
2124,1353,Apple,Bond,199,1342.11
2125,5134,Google,ETF,535,584.2
2126,4664,Netflix,Bond,995,1187.21
2127,6811,Google,Stock,896,750.11
2128,2959,Google,Bond,255,175.98
2129,216,Google,Stock,5,844.87
2130,4583,Tesla,Stock,570,685.23
2131,249,Netflix,ETF,371,87.09
2132,5102,Tesla,Stock,479,679.45
2133,6797,Tesla,Stock,134,922.33
2134,1580,Google,Stock,760,473.9
2135,2785,Apple,Stock,701,1038.59
2136,5488,Google,ETF,655,1245.89
2137,5708,Apple,ETF,153,623.84
2138,5867,Apple,Stock,623,97.6
2139,1235,Tesla,Stock,575,986.26
2140,3913,Apple,Stock,967,1132.23
2141,4280,Microsoft,Bond,356,278.18
2142,4885,Netflix,ETF,332,859.65
2143,6328,Apple,Stock,241,322.46
2144,6659,Google,ETF,929,1171.85
2145,5111,Microsoft,ETF,476,1419.65
2146,942,Amazon,Bond,457,1186.44
2147,243,Tesla,Stock,202,30.5
2148,4513,Microsoft,ETF,59,1193.6
2149,25,Microsoft,Bond,962,109.89
2150,2755,Apple,Stock,978,1194.99
2151,2292,Apple,Stock,956,45.79
2152,3635,Microsoft,ETF,560,640.56
2153,5322,Google,ETF,718,1174.24
2154,2659,Google,ETF,555,513.75
2155,41,Microsoft,Bond,589,1132.05
2156,2488,Google,Stock,304,931.73
2157,3586,Tesla,Stock,401,624.33
2158,2387,Netflix,Bond,132,673.52
2159,4110,Amazon,Bond,107,814.86
2160,1023,Google,ETF,138,68.65
2161,6499,Tesla,ETF,567,412.88
2162,5425,Google,Stock,699,1432.1
2163,2124,Amazon,Stock,109,735.62
2164,3163,Google,ETF,199,1394.31
2165,4955,Tesla,ETF,926,436.94
2166,3488,Netflix,Bond,460,392.05
2167,275,Amazon,ETF,916,1021.39
2168,5506,Netflix,Bond,578,771.01
2169,6832,Netflix,Bond,546,478.85
2170,2218,Microsoft,Stock,981,1129.64
2171,448,Amazon,ETF,831,1406.49
2172,3750,Netflix,Stock,440,441.65
2173,751,Microsoft,Bond,640,361.86
2174,4744,Amazon,ETF,626,1340.22
2175,1775,Amazon,Bond,54,117.99
2176,1312,Google,ETF,218,1319.43
2177,898,Amazon,ETF,273,541.0
2178,5489,Microsoft,ETF,151,1390.19
2179,2120,Tesla,Bond,560,31.74
2180,3608,Apple,Bond,41,728.88
2181,4827,Tesla,Bond,353,111.73
2182,4170,Amazon,Bond,404,1181.69
2183,1462,Amazon,ETF,925,888.34
2184,6201,Apple,Stock,685,1453.85
2185,5942,Tesla,Bond,976,320.43
2186,2805,Amazon,Stock,145,552.67
2187,3964,Tesla,Stock,159,1280.43
2188,40,Apple,ETF,800,518.71
2189,5405,Microsoft,ETF,358,1183.63
2190,944,Google,Stock,146,1061.4
2191,1488,Google,Bond,390,39.38
2192,4755,Microsoft,ETF,875,11.25
2193,2734,Amazon,ETF,218,616.82
2194,4963,Apple,ETF,977,316.25
2195,1657,Google,Stock,841,1366.22
2196,2015,Netflix,Bond,347,984.81
2197,1025,Microsoft,ETF,331,656.19
2198,4392,Google,ETF,912,1022.68
2199,3636,Netflix,Bond,836,1448.27
2200,6033,Amazon,Stock,437,75.53
2201,4086,Google,Bond,102,1249.03
2202,6449,Tesla,Stock,893,673.26
2203,417,Google,ETF,606,128.22
2204,5411,Amazon,Bond,914,1425.59
2205,1614,Amazon,ETF,449,132.85
2206,5966,Netflix,Bond,245,760.56
2207,5756,Amazon,Bond,191,1313.73
2208,2931,Amazon,ETF,502,1201.99
2209,6820,Apple,ETF,333,389.9
2210,3070,Microsoft,Bond,440,191.69
2211,1223,Google,ETF,742,754.21
2212,550,Google,Stock,501,763.8
2213,1916,Netflix,Stock,257,172.15
2214,6014,Microsoft,ETF,513,710.49
2215,3427,Tesla,ETF,265,1032.21
2216,1410,Apple,ETF,165,213.17
2217,5848,Tesla,ETF,891,881.99
2218,6562,Microsoft,Stock,126,477.92
2219,6435,Apple,Stock,473,1051.03
2220,1007,Tesla,Stock,678,1047.1
2221,2372,Netflix,Bond,971,772.07
2222,6395,Google,Bond,465,1386.26
2223,3957,Apple,Bond,850,1243.17
2224,2179,Apple,ETF,974,702.34
2225,5700,Amazon,Bond,8,452.08
2226,3422,Microsoft,ETF,858,353.7
2227,693,Apple,Bond,703,1230.0
2228,2541,Google,Bond,669,607.0
2229,6447,Netflix,Bond,770,1223.74
2230,3052,Amazon,ETF,444,583.45
2231,2062,Amazon,Bond,48,847.59
2232,1030,Apple,ETF,688,1108.71
2233,2802,Netflix,Stock,601,659.33
2234,2700,Google,Stock,73,741.61
2235,509,Google,ETF,639,810.56
2236,4056,Microsoft,Stock,608,841.88
2237,3995,Tesla,Bond,370,455.64
2238,2260,Tesla,Stock,6,652.38
2239,5628,Netflix,ETF,371,1041.59
2240,3393,Microsoft,Stock,610,1242.04
2241,3830,Netflix,Stock,661,794.02
2242,6432,Netflix,Bond,36,101.94
2243,6557,Amazon,Stock,313,628.18
2244,3538,Tesla,ETF,39,376.17
2245,6555,Apple,Bond,254,92.86
2246,729,Microsoft,ETF,195,1499.74
2247,6724,Tesla,Stock,841,39.53
2248,648,Apple,Stock,821,1304.59
2249,2154,Netflix,Stock,411,536.93
2250,4111,Microsoft,Bond,352,789.37
2251,2620,Google,Stock,714,441.43
2252,1258,Microsoft,Bond,107,521.97
2253,2265,Tesla,Bond,624,691.61
2254,2073,Google,Bond,725,1431.01
2255,1730,Google,Stock,960,685.07
2256,4685,Microsoft,Stock,666,757.49
2257,5838,Apple,ETF,248,498.99
2258,3256,Amazon,ETF,443,1460.33
2259,2028,Netflix,Stock,828,1263.05
2260,5834,Microsoft,Bond,728,1328.99
2261,4401,Amazon,ETF,257,111.75
2262,5353,Microsoft,Stock,335,1417.38
2263,3171,Apple,ETF,126,904.01
2264,6144,Microsoft,Stock,794,1235.12
2265,6021,Amazon,Stock,271,1292.46
2266,4938,Google,ETF,482,637.15
2267,1378,Microsoft,Stock,403,1204.54
2268,5604,Microsoft,Bond,141,653.11
2269,2965,Apple,Bond,990,888.88
2270,1567,Amazon,Bond,579,1093.06
2271,4967,Apple,Stock,833,1317.81
2272,1075,Netflix,Bond,833,124.85
2273,6218,Apple,ETF,806,1495.24
2274,2563,Netflix,ETF,693,1297.17
2275,6855,Apple,Stock,553,1433.11
2276,3721,Tesla,Stock,938,201.62
2277,6356,Google,ETF,78,862.48
2278,5194,Google,Bond,749,1196.8
2279,1406,Google,ETF,278,631.44
2280,1499,Tesla,Stock,97,592.12
2281,3482,Amazon,Stock,648,1190.07
2282,4929,Tesla,ETF,362,64.34
2283,1276,Google,Stock,750,205.9
2284,1051,Google,Stock,690,812.31
2285,2266,Apple,Stock,55,968.38
2286,2572,Google,ETF,775,795.31
2287,2326,Apple,ETF,281,1342.01
2288,503,Tesla,Bond,542,453.31
2289,6169,Google,Stock,500,427.23
2290,119,Netflix,ETF,218,1108.88
2291,2022,Tesla,ETF,56,1283.9
2292,5241,Microsoft,ETF,811,703.79
2293,1145,Google,Bond,5,460.4
2294,6454,Tesla,Stock,25,1361.88
2295,99,Amazon,Bond,99,1007.22
2296,1425,Tesla,ETF,337,1056.88
2297,1979,Tesla,Bond,487,948.1
2298,1808,Amazon,Bond,364,521.29
2299,3612,Amazon,Stock,449,199.64
2300,2925,Amazon,Stock,346,487.53
2301,4567,Apple,Bond,480,1407.04
2302,1473,Amazon,Bond,439,167.57
2303,5598,Tesla,ETF,223,1199.97
2304,4728,Netflix,Stock,622,406.72
2305,3791,Netflix,Stock,853,216.87
2306,566,Google,Stock,957,966.09
2307,1702,Google,Stock,652,381.85
2308,415,Amazon,Stock,484,931.91
2309,6070,Microsoft,ETF,660,1329.12
2310,4131,Tesla,Bond,832,675.23
2311,1548,Tesla,ETF,906,1250.03
2312,573,Tesla,ETF,886,909.47
2313,356,Tesla,Bond,942,176.76
2314,4920,Apple,Stock,453,526.49
2315,1986,Microsoft,ETF,807,550.32
2316,3785,Netflix,Stock,972,438.86
2317,1481,Apple,ETF,92,637.92
2318,5517,Tesla,Stock,35,1251.52
2319,5786,Amazon,ETF,739,1012.73
2320,4900,Apple,Stock,4,1078.54
2321,6834,Google,Stock,404,384.27
2322,1767,Amazon,Bond,298,383.96
2323,6748,Tesla,ETF,797,849.51
2324,6508,Amazon,ETF,96,386.8
2325,1281,Netflix,ETF,8,951.0
2326,3797,Netflix,Stock,170,1380.57
2327,3617,Amazon,ETF,513,366.07
2328,1288,Amazon,ETF,49,1272.3
2329,4156,Amazon,ETF,328,1006.29
2330,872,Apple,ETF,938,335.27
2331,4428,Google,Stock,41,31.25
2332,4817,Apple,Stock,682,640.26
2333,5195,Tesla,Bond,527,1099.02
2334,3475,Netflix,Bond,955,674.46
2335,2710,Google,Bond,379,831.78
2336,988,Amazon,Stock,567,990.52
2337,3789,Netflix,Stock,248,441.05
2338,6582,Amazon,ETF,222,338.13
2339,5831,Google,Bond,363,976.28
2340,6232,Netflix,Bond,877,1297.16
2341,2336,Apple,Bond,304,1125.36
2342,6020,Tesla,Bond,124,703.65
2343,4056,Tesla,Bond,997,1482.29
2344,557,Microsoft,Bond,111,1183.54
2345,6907,Amazon,Bond,583,1015.18
2346,2941,Netflix,ETF,370,1370.55
2347,3346,Google,Bond,13,72.24
2348,5248,Tesla,ETF,225,677.08
2349,2579,Tesla,Stock,584,1266.08
2350,6036,Google,ETF,263,959.77
2351,724,Apple,ETF,164,284.18
2352,1048,Google,Stock,750,405.69
2353,2893,Amazon,ETF,650,558.72
2354,5902,Tesla,Bond,657,204.39
2355,3971,Amazon,Bond,47,416.79
2356,2333,Tesla,Bond,315,328.87
2357,1515,Microsoft,Bond,48,822.23
2358,1808,Amazon,Stock,184,889.6
2359,1170,Apple,Stock,635,1170.95
2360,2964,Netflix,Stock,319,1339.81
2361,5499,Tesla,ETF,157,257.63
2362,5227,Google,Stock,90,1077.29
2363,5520,Netflix,Bond,582,597.24
2364,1091,Microsoft,Bond,27,696.69
2365,3544,Netflix,ETF,684,891.56
2366,2691,Tesla,ETF,56,1382.51
2367,3833,Microsoft,Stock,676,1498.09
2368,2409,Amazon,Bond,469,1033.69
2369,197,Apple,Bond,518,242.19
2370,2486,Amazon,Bond,402,572.16
2371,2529,Netflix,ETF,228,652.83
2372,5606,Apple,ETF,991,851.95
2373,2534,Tesla,ETF,419,763.28
2374,5590,Netflix,Bond,928,1095.88
2375,4337,Google,Bond,594,279.34
2376,6449,Netflix,Bond,170,860.59
2377,6495,Tesla,Bond,390,852.69
2378,6966,Tesla,Stock,827,1370.52
2379,1170,Google,Bond,753,1223.78
2380,3997,Tesla,ETF,969,463.21
2381,6783,Amazon,ETF,840,1079.24
2382,5830,Tesla,Bond,985,91.73
2383,5588,Google,Bond,182,296.73
2384,5505,Netflix,Stock,260,960.67
2385,3527,Amazon,Bond,108,78.5
2386,821,Google,ETF,747,1118.03
2387,713,Microsoft,Stock,388,1306.43
2388,3243,Tesla,ETF,834,827.86
2389,6208,Netflix,ETF,533,1046.14
2390,3858,Microsoft,Stock,279,1458.08
2391,4949,Google,Stock,773,376.26
2392,6524,Netflix,ETF,931,937.83
2393,684,Microsoft,Bond,637,1063.84
2394,3417,Apple,Stock,684,456.55
2395,386,Microsoft,ETF,234,1046.15
2396,1928,Apple,ETF,254,821.24
2397,994,Amazon,ETF,759,294.01
2398,3842,Amazon,ETF,70,1208.71
2399,5288,Tesla,Bond,989,745.81
2400,6432,Tesla,ETF,994,918.78
2401,6612,Apple,Stock,795,1013.44
2402,1293,Tesla,Stock,79,584.48
2403,785,Microsoft,Bond,185,56.31
2404,5138,Tesla,Stock,594,158.12
2405,1245,Tesla,Stock,951,300.32
2406,6666,Amazon,ETF,779,1031.74
2407,5562,Apple,Bond,787,17.26
2408,4533,Tesla,Stock,172,732.7
2409,1504,Tesla,Stock,563,896.26
2410,3494,Amazon,Stock,36,1252.28
2411,1499,Microsoft,Bond,619,37.07
2412,6949,Tesla,Stock,680,1162.19
2413,3981,Netflix,Bond,409,1357.03
2414,5714,Netflix,Stock,8,1051.74
2415,5655,Apple,ETF,596,961.89
2416,6159,Netflix,Stock,975,699.74
2417,2808,Tesla,Stock,962,448.1
2418,2531,Microsoft,Stock,264,1486.87
2419,6424,Microsoft,Bond,117,565.35
2420,596,Google,Bond,737,744.29
2421,3567,Microsoft,Stock,117,703.14
2422,5132,Apple,ETF,707,833.15
2423,89,Tesla,Bond,145,804.23
2424,1527,Apple,Bond,55,79.41
2425,1945,Netflix,ETF,737,784.32
2426,4468,Netflix,Stock,290,944.38
2427,4653,Netflix,Stock,184,1257.69
2428,1375,Apple,Bond,683,1025.08
2429,205,Google,ETF,892,1068.18
2430,1458,Google,ETF,78,824.11
2431,1138,Netflix,ETF,773,531.95
2432,5828,Amazon,Bond,165,547.81
2433,5371,Apple,Stock,91,338.16
2434,809,Amazon,Bond,578,526.02
2435,2377,Tesla,ETF,978,1358.98
2436,1763,Tesla,Bond,506,1022.65
2437,832,Netflix,Stock,411,674.44
2438,908,Apple,Bond,946,707.74
2439,6794,Netflix,ETF,422,1107.91
2440,4898,Apple,Stock,328,152.82
2441,1547,Microsoft,Bond,896,392.32
2442,1387,Amazon,Bond,240,1171.77
2443,1398,Tesla,Stock,630,864.32
2444,686,Amazon,ETF,827,1397.29
2445,2769,Tesla,ETF,878,44.5
2446,5520,Apple,Bond,811,304.11
2447,4984,Microsoft,Bond,799,120.65
2448,5446,Google,Stock,459,490.3
2449,2620,Apple,ETF,266,757.68
2450,1342,Microsoft,Bond,423,1394.34
2451,3659,Apple,Stock,801,749.89
2452,2053,Amazon,Bond,625,743.28
2453,6012,Apple,ETF,671,1091.85
2454,195,Netflix,Bond,403,416.18
2455,2410,Apple,Bond,957,769.81
2456,2638,Google,ETF,918,21.59
2457,4076,Tesla,Bond,172,687.3
2458,4874,Amazon,Stock,953,1090.38
2459,4494,Tesla,ETF,27,185.53
2460,5650,Microsoft,Stock,134,26.21
2461,885,Apple,Stock,65,1241.36
2462,2095,Apple,Bond,917,301.22
2463,3141,Microsoft,Stock,75,1329.83
2464,4887,Apple,Bond,31,276.37
2465,340,Amazon,Bond,66,108.55
2466,3843,Netflix,ETF,852,417.02
2467,3889,Apple,ETF,91,696.72
2468,5475,Amazon,Bond,554,533.95
2469,6652,Amazon,ETF,447,1369.42
2470,4556,Amazon,Stock,646,989.47
2471,1340,Google,Stock,459,1110.03
2472,4950,Apple,Bond,650,453.67
2473,5610,Apple,Stock,556,1474.17
2474,4270,Apple,ETF,64,1371.73
2475,818,Google,Bond,716,616.24
2476,6519,Netflix,Bond,476,664.08
2477,584,Microsoft,Bond,133,409.28
2478,3270,Netflix,Stock,99,731.07
2479,4656,Tesla,Stock,461,639.03
2480,2713,Apple,Bond,891,1421.97
2481,6213,Apple,Stock,906,237.33
2482,1685,Microsoft,Stock,258,1058.91
2483,2868,Tesla,Bond,463,762.15
2484,1329,Amazon,Bond,673,212.62
2485,1554,Netflix,Stock,61,929.73
2486,2895,Netflix,ETF,660,1037.68
2487,4360,Google,ETF,578,837.89
2488,6422,Tesla,Bond,726,758.03
2489,1431,Amazon,Stock,635,915.45
2490,1558,Tesla,ETF,743,515.78
2491,3872,Netflix,ETF,17,253.48
2492,2089,Apple,ETF,249,867.24
2493,3285,Netflix,Bond,201,1073.66
2494,6553,Microsoft,Bond,785,582.35
2495,4373,Google,Bond,139,1019.22
2496,2036,Microsoft,ETF,239,485.45
2497,6217,Amazon,ETF,356,205.0
2498,1965,Microsoft,Stock,567,1102.23
2499,3411,Netflix,Bond,415,257.37
2500,1275,Amazon,Stock,342,1460.23
2501,1850,Tesla,Bond,917,14.43
2502,3199,Netflix,Stock,58,1279.63
2503,3368,Amazon,Stock,252,412.55
2504,485,Apple,Bond,708,1317.52
2505,753,Google,Bond,707,302.41
2506,5645,Google,Stock,996,1311.76
2507,1735,Amazon,Stock,819,1304.43
2508,4560,Amazon,Stock,909,333.55
2509,2986,Amazon,Stock,291,421.15
2510,2981,Google,ETF,121,1112.89
2511,5345,Google,Stock,278,1308.18
2512,1207,Apple,Stock,108,706.11
2513,2173,Microsoft,Bond,301,1487.52
2514,2724,Amazon,ETF,296,258.38
2515,6660,Apple,ETF,568,801.9
2516,2452,Tesla,ETF,787,457.38
2517,1947,Microsoft,Stock,921,556.96
2518,1323,Microsoft,Stock,126,1468.27
2519,3342,Google,Bond,658,919.57
2520,2062,Netflix,Bond,296,275.27
2521,4885,Microsoft,Bond,178,387.25
2522,5968,Tesla,Bond,220,981.2
2523,5094,Microsoft,ETF,904,748.81
2524,6265,Netflix,ETF,832,186.2
2525,1965,Apple,Stock,476,480.97
2526,977,Google,Bond,967,979.86
2527,6529,Microsoft,Stock,878,424.16
2528,4660,Tesla,ETF,920,359.57
2529,2783,Amazon,ETF,176,397.51
2530,6064,Tesla,Stock,27,1089.08
2531,752,Tesla,Bond,415,1469.74
2532,1955,Netflix,Bond,548,963.53
2533,6766,Amazon,Stock,316,316.33
2534,389,Netflix,Stock,944,410.29
2535,3406,Apple,Bond,431,1107.21
2536,4837,Amazon,Stock,743,49.46
2537,6628,Microsoft,ETF,424,371.09
2538,3653,Google,ETF,105,1322.62
2539,1205,Apple,ETF,935,741.72
2540,5735,Netflix,Stock,396,513.87
2541,3480,Apple,Bond,449,134.45
2542,4763,Apple,Stock,111,1351.58
2543,2609,Apple,Stock,745,1486.5
2544,667,Amazon,Stock,2,1365.56
2545,6239,Apple,Stock,933,1474.44
2546,1353,Microsoft,ETF,555,629.28
2547,4190,Tesla,ETF,137,178.1
2548,1415,Apple,ETF,401,1333.96
2549,2165,Netflix,ETF,632,826.51
2550,1156,Google,Stock,871,698.52
2551,3237,Amazon,ETF,620,1223.48
2552,6165,Amazon,ETF,897,399.29
2553,266,Apple,ETF,70,436.02
2554,2280,Google,Stock,264,594.46
2555,5257,Amazon,Stock,863,737.62
2556,2021,Netflix,ETF,940,640.48
2557,5886,Google,ETF,378,262.79
2558,5773,Google,ETF,614,1065.94
2559,4913,Google,Bond,999,492.27
2560,3855,Netflix,Bond,219,1344.13
2561,4013,Netflix,ETF,516,263.95
2562,1882,Apple,Bond,322,753.38
2563,4709,Amazon,ETF,841,905.22
2564,4380,Tesla,Bond,455,657.48
2565,3843,Google,ETF,641,158.56
2566,3023,Microsoft,Stock,620,416.17
2567,5511,Microsoft,Stock,325,16.62
2568,2300,Tesla,ETF,58,1463.11
2569,2794,Amazon,ETF,27,1313.11
2570,4348,Google,ETF,648,620.62
2571,5184,Amazon,Bond,734,32.47
2572,5058,Amazon,Stock,366,467.81
2573,3834,Amazon,Stock,929,734.39
2574,6925,Apple,Stock,90,94.84
2575,4100,Google,Stock,399,256.14
2576,1121,Amazon,Bond,859,986.55
2577,851,Microsoft,Stock,898,1179.73
2578,2273,Google,ETF,301,100.72
2579,2860,Microsoft,ETF,240,489.26
2580,3060,Tesla,Bond,162,1203.64
2581,5251,Tesla,Bond,792,685.2
2582,5980,Microsoft,Bond,39,1236.21
2583,5921,Amazon,ETF,949,550.16
2584,6342,Google,Bond,918,343.03
2585,2065,Microsoft,ETF,819,1092.85
2586,5960,Netflix,Stock,339,123.31
2587,1398,Google,ETF,565,1245.88
2588,3435,Amazon,ETF,866,963.93
2589,675,Netflix,Bond,825,493.68
2590,1392,Tesla,Bond,604,1129.76
2591,1435,Microsoft,Bond,577,1031.62
2592,6943,Amazon,Bond,899,251.54
2593,6444,Microsoft,Bond,509,389.64
2594,4791,Microsoft,ETF,55,221.89
2595,6717,Tesla,ETF,530,515.73
2596,312,Amazon,Stock,61,844.8
2597,6223,Apple,Bond,585,1074.6
2598,1056,Google,Stock,425,850.71
2599,2621,Amazon,Bond,227,1257.36
2600,4452,Google,Stock,725,1489.85
2601,5536,Microsoft,Bond,385,1061.09
2602,2734,Tesla,ETF,292,631.67
2603,2559,Tesla,ETF,445,1124.28
2604,179,Google,Stock,524,537.71
2605,184,Amazon,Stock,210,402.56
2606,3340,Apple,Stock,540,902.24
2607,4306,Amazon,Stock,460,224.45
2608,1471,Netflix,Bond,924,530.5
2609,4942,Tesla,ETF,224,1040.4
2610,337,Google,Stock,729,1432.13
2611,541,Amazon,Stock,824,1327.62
2612,3151,Apple,Stock,208,1478.27
2613,6046,Netflix,Stock,63,761.86
2614,3062,Google,Bond,89,798.42
2615,2469,Tesla,Bond,669,1208.47
2616,3522,Apple,ETF,186,1018.71
2617,5165,Microsoft,Stock,90,341.55
2618,4533,Microsoft,Stock,749,245.94
2619,548,Apple,ETF,247,1395.4
2620,3978,Netflix,ETF,955,625.66
2621,3750,Amazon,Bond,246,1281.43
2622,2803,Amazon,Bond,319,542.05
2623,2448,Google,ETF,907,96.68
2624,2050,Microsoft,Stock,629,502.93
2625,5701,Google,Stock,367,1159.56
2626,5914,Apple,Stock,924,85.28
2627,3128,Microsoft,Stock,588,479.55
2628,1683,Tesla,Stock,551,931.22
2629,6154,Tesla,Stock,708,381.74
2630,5348,Apple,Stock,374,1021.29
2631,573,Google,ETF,533,479.2
2632,6118,Apple,Bond,24,223.45
2633,2052,Apple,Bond,142,1202.42
2634,3462,Apple,Bond,451,429.35
2635,870,Google,ETF,127,1122.06
2636,2433,Google,ETF,489,661.1
2637,880,Amazon,Bond,576,1476.27
2638,6020,Google,ETF,140,685.22
2639,6843,Microsoft,Bond,256,91.25
2640,4778,Google,Stock,448,854.51
2641,6759,Amazon,Stock,354,259.92
2642,276,Tesla,Stock,759,1198.43
2643,2960,Microsoft,ETF,212,686.39
2644,6295,Apple,Stock,384,823.83
2645,4400,Google,ETF,785,843.42
2646,694,Microsoft,ETF,912,1242.6
2647,4829,Google,ETF,367,1428.03
2648,3147,Netflix,ETF,342,941.16
2649,551,Netflix,ETF,718,880.13
2650,2569,Amazon,ETF,301,1497.67
2651,3544,Google,Bond,148,365.0
2652,4786,Apple,Stock,265,118.1
2653,3035,Tesla,Bond,894,242.75
2654,6995,Netflix,ETF,385,748.32
2655,2994,Google,Bond,506,1336.96
2656,6451,Apple,ETF,603,710.19
2657,3999,Microsoft,ETF,355,1149.1
2658,1024,Netflix,Bond,385,682.63
2659,357,Netflix,ETF,696,1132.6
2660,3470,Amazon,Stock,777,966.1
2661,2816,Apple,ETF,132,1362.3
2662,5716,Apple,Stock,817,1039.88
2663,5457,Apple,Bond,496,1351.46
2664,266,Netflix,Bond,248,412.08
2665,6969,Amazon,Stock,690,379.8
2666,3389,Apple,Stock,680,454.13
2667,6116,Amazon,ETF,633,199.98
2668,5614,Netflix,Stock,395,1329.01
2669,2868,Amazon,Bond,864,274.46
2670,2829,Google,ETF,184,1079.16
2671,5830,Netflix,Stock,891,197.0
2672,4601,Amazon,Bond,704,1349.68
2673,2773,Apple,Bond,697,87.82
2674,3206,Microsoft,ETF,72,527.81
2675,6085,Amazon,Stock,710,494.4
2676,6848,Amazon,ETF,427,130.62
2677,3452,Amazon,ETF,597,1338.31
2678,354,Microsoft,Stock,431,1401.99
2679,1958,Amazon,Bond,418,962.45
2680,2799,Microsoft,Bond,322,187.93
2681,3386,Apple,Stock,225,318.5
2682,2738,Amazon,Stock,192,206.23
2683,3043,Apple,ETF,153,566.06
2684,4973,Amazon,Stock,608,201.7
2685,1191,Netflix,ETF,440,1356.28
2686,3695,Netflix,Bond,572,1260.86
2687,5733,Amazon,ETF,498,834.63
2688,4306,Amazon,ETF,772,1242.64
2689,5141,Microsoft,Bond,758,305.31
2690,4683,Amazon,Stock,60,527.78
2691,4053,Netflix,Stock,267,1065.85
2692,3185,Microsoft,Stock,185,1145.26
2693,6666,Microsoft,ETF,81,638.71
2694,1091,Tesla,Stock,964,189.55
2695,3955,Google,Bond,601,1375.9
2696,6277,Apple,Stock,500,591.78
2697,885,Microsoft,Stock,585,1239.99
2698,3484,Tesla,Bond,699,980.86
2699,6856,Microsoft,Bond,684,525.39
2700,6655,Amazon,Stock,431,1184.29
2701,1424,Tesla,Stock,424,290.96
2702,3418,Amazon,Stock,657,1107.99
2703,4017,Amazon,Bond,401,934.31
2704,2371,Tesla,ETF,534,470.99
2705,532,Apple,Bond,901,22.52
2706,5816,Apple,Stock,876,1119.29
2707,3841,Tesla,Stock,224,1131.07
2708,2528,Microsoft,Stock,727,672.29
2709,5692,Amazon,Stock,767,1192.77
2710,1044,Netflix,ETF,235,1182.7
2711,6874,Amazon,Stock,119,839.62
2712,5657,Tesla,Stock,989,371.82
2713,4425,Apple,ETF,864,649.61
2714,6753,Netflix,ETF,738,878.21
2715,4142,Netflix,Bond,990,216.72
2716,550,Microsoft,Bond,205,1378.53
2717,5445,Apple,ETF,106,149.89
2718,1341,Microsoft,Stock,478,731.8
2719,4939,Apple,Stock,653,593.05
2720,3154,Amazon,Stock,402,979.89
