account_id,client_id,account_type,balance
1806,290,Brokerage,97967.55
1807,536,Savings,
1808,433,Retirement,852748.32
1809,2567,Retirement,203804.06
1810,1234,Savings,308254.28
1811,541,Retirement,623608.45
1812,2585,Brokerage,904610.63
1813,3659,Retirement,339282.15
1814,1436,Retirement,303937.24
1815,4603,Savings,900916.24
1816,1246,Savings,415770.68
1817,4361,Brokerage,410270.21
1818,4602,Brokerage,629053.81
1819,2304,Brokerage,848146.71
1820,2044,Savings,664205.22
1821,1202,Retirement,97971.86
1822,323,Savings,880351.57
1823,3874,Retirement,477403.16
1824,164,Brokerage,688433.38
1825,2969,Retirement,585306.31
1826,1490,Retirement,894094.06
1827,4029,Brokerage,567216.22
1828,2784,Savings,886604.21
1829,565,Savings,135808.46
1830,2459,Brokerage,394222.14
1831,1225,Savings,992903.91
1832,1615,Brokerage,321377.89
1833,681,Retirement,603209.75
1834,4053,Savings,622240.33
1835,4836,Retirement,991710.1
1836,2992,Retirement,192831.12
1837,2296,Brokerage,904375.59
1838,193,Retirement,319248.98
1839,1368,Savings,649755.71
1840,2512,Retirement,449482.14
1841,3547,Retirement,41415.28
1842,3753,Brokerage,81163.94
1843,4517,Savings,131519.21
1844,88,Brokerage,574078.95
1845,2480,Retirement,200442.75
1846,3852,Retirement,389008.74
1847,2215,Brokerage,375766.82
1848,3005,Brokerage,853773.03
1849,3478,Retirement,707573.24
1850,1085,Retirement,719397.99
1851,4526,Savings,489341.59
1852,2185,Savings,913443.99
1853,695,Brokerage,913428.35
1854,4169,Savings,23984.45
1855,1053,Savings,243718.07
1856,1451,Retirement,65894.21
1857,4686,Savings,779097.8
1858,618,Savings,723384.01
1859,2795,Brokerage,71312.39
1860,4774,Brokerage,965678.69
1861,3775,Brokerage,
1862,867,Brokerage,122856.42
1863,1137,Savings,918084.17
1864,665,Savings,92612.18
1865,751,Savings,433536.4
1866,1910,Savings,50948.63
1867,651,Retirement,321084.55
1868,4337,Savings,476568.07
1869,1617,Brokerage,987941.65
1870,4960,Brokerage,186878.82
1871,2360,Brokerage,676483.17
1872,502,Retirement,185742.92
1873,52,Savings,176675.06
1874,1620,Retirement,144748.88
1875,4441,Brokerage,
1876,1016,Brokerage,761904.86
1877,1542,Savings,848767.69
1878,1866,Savings,395273.3
1879,4853,Retirement,601952.41
1880,4151,Brokerage,286117.61
1881,3495,Retirement,824644.1
1882,1973,Brokerage,7976.09
1883,2062,Retirement,754542.8
1884,530,Savings,63720.19
1885,2820,Brokerage,61343.57
1886,3524,Savings,674360.99
1887,3654,Savings,977190.5
1888,723,Retirement,588550.48
1889,2962,Brokerage,681399.73
1890,540,Brokerage,263174.87
1891,2614,Retirement,358754.41
1892,3936,Retirement,500195.24
1893,4007,Retirement,546370.98
1894,1559,Savings,587641.9
1895,350,Brokerage,353542.07
1896,3809,Retirement,325043.41
1897,3304,Retirement,868813.65
1898,3805,Retirement,153532.16
1899,3159,Retirement,949684.47
1900,1143,Retirement,382075.89
1901,1224,Retirement,366344.34
1902,3559,Brokerage,905456.95
1903,1238,Brokerage,946096.89
1904,1778,Savings,17372.98
1905,3869,Savings,271619.19
1906,1621,Savings,497825.11
1907,1297,Retirement,829948.39
1908,4501,Retirement,228511.55
1909,3986,Brokerage,724005.48
1910,3546,Retirement,947383.56
1911,1310,Retirement,969130.81
1912,490,Retirement,961477.98
1913,549,Retirement,706318.08
1914,4980,Retirement,142336.32
1915,4250,Retirement,803818.42
1916,3411,Retirement,13954.63
1917,2524,Brokerage,159443.79
1918,2545,Brokerage,618861.71
1919,999,Brokerage,130298.65
1920,2310,Retirement,725031.99
1921,1050,Retirement,565762.36
1922,3880,Savings,18692.08
1923,3032,Retirement,246863.74
1924,2673,Brokerage,234204.91
1925,2561,Brokerage,915822.17
1926,3901,Retirement,555440.75
1927,4729,Retirement,698631.22
1928,1042,Retirement,781813.53
1929,4689,Savings,708396.78
1930,4993,Savings,813508.57
1931,2041,Retirement,563734.72
1932,159,Retirement,511449.51
1933,784,Retirement,750442.13
1934,2635,Savings,529706.32
1935,3791,Brokerage,900530.11
1936,2180,Savings,450035.44
1937,1583,Retirement,712195.71
1938,2981,Savings,474273.19
1939,1830,Brokerage,4050.17
1940,2918,Brokerage,483070.57
1941,1198,Retirement,956710.96
1942,3971,Retirement,605166.25
1943,4394,Savings,824312.31
1944,1542,Brokerage,605476.33
1945,2422,Brokerage,61502.39
1946,1597,Brokerage,799049.65
1947,2314,Savings,790918.6
1948,3466,Brokerage,818767.95
1949,90,Retirement,261726.89
1950,1181,Retirement,26258.41
1951,3453,Savings,369263.02
1952,1210,Retirement,626263.98
1953,4549,Savings,594251.22
1954,2574,Savings,936966.08
1955,3736,Retirement,198582.91
1956,4969,Retirement,285478.02
1957,4805,Savings,
1958,139,Savings,53371.06
1959,2675,Brokerage,477624.41
1960,1162,Retirement,831972.54
1961,3073,Brokerage,26439.8
1962,3558,Brokerage,324560.35
1963,1459,Retirement,613468.98
1964,283,Brokerage,283626.01
1965,4634,Brokerage,40342.09
1966,4192,Savings,723053.89
1967,1081,Retirement,64814.02
1968,557,Savings,152418.36
1969,4283,Savings,940182.67
1970,1926,Savings,754904.91
1971,2926,Retirement,82077.56
1972,2815,Savings,492963.25
1973,4466,Savings,525154.66
1974,3244,Brokerage,155829.02
1975,733,Savings,449049.65
1976,945,Retirement,228168.76
1977,463,Brokerage,683838.42
1978,199,Savings,643259.66
1979,1848,Retirement,43352.44
1980,1795,Savings,950016.06
1981,1128,Brokerage,320139.56
1982,3175,Brokerage,670592.74
1983,158,Brokerage,765771.14
1984,4033,Savings,669972.43
1985,3400,Brokerage,68893.58
1986,1640,Brokerage,36969.58
1987,1881,Brokerage,491973.58
1988,2863,Brokerage,81546.81
1989,3016,Brokerage,898680.39
1990,1345,Retirement,213565.55
1991,4393,Savings,915285.46
1992,2306,Retirement,556706.46
1993,4186,Retirement,160703.46
1994,1652,Brokerage,257021.95
1995,1604,Retirement,898030.2
1996,3217,Savings,650812.17
1997,3700,Savings,446097.9
1998,4193,Retirement,205385.47
1999,924,Savings,388064.61
2000,875,Brokerage,933150.46
2001,1685,Savings,759999.52
2002,2447,Brokerage,674532.13
2003,4860,Retirement,361577.38
2004,446,Brokerage,
2005,4644,Retirement,217589.25
2006,196,Retirement,
2007,1483,Retirement,207146.35
2008,3184,Brokerage,328031.43
2009,3202,Brokerage,754104.78
2010,4028,Retirement,561269.04
2011,2338,Brokerage,857501.67
2012,2036,Savings,616753.94
2013,3,Savings,619657.46
2014,92,Retirement,930229.27
2015,2486,Retirement,382039.49
2016,4654,Savings,98135.44
2017,3016,Savings,646126.34
2018,3467,Brokerage,
2019,624,Retirement,
2020,184,Retirement,770673.24
2021,984,Retirement,142696.25
2022,3744,Savings,121204.7
2023,249,Retirement,175406.71
2024,923,Savings,725084.22
2025,3730,Brokerage,695223.66
2026,2238,Retirement,23536.39
2027,4614,Retirement,64220.56
2028,1256,Savings,66092.61
2029,3092,Savings,38124.01
2030,3543,Retirement,413011.83
2031,109,Brokerage,897510.71
2032,517,Retirement,710191.84
2033,3926,Savings,802139.08
2034,200,Brokerage,272690.48
2035,1541,Savings,689985.53
2036,16,Brokerage,45078.98
2037,4614,Retirement,559385.45
2038,4003,Savings,715853.75
2039,388,Retirement,364670.76
2040,4900,Retirement,456801.23
2041,3871,Brokerage,164730.82
2042,3042,Brokerage,551473.04
2043,1194,Retirement,
2044,2841,Retirement,174788.77
2045,3292,Retirement,468016.69
2046,2847,Retirement,148485.55
2047,4052,Brokerage,542726.32
2048,2952,Retirement,87359.11
2049,2075,Savings,333471.27
2050,2939,Brokerage,467088.62
2051,4418,Brokerage,165111.88
2052,351,Retirement,506846.53
2053,1189,Brokerage,342308.23
2054,1307,Brokerage,140381.78
2055,1687,Brokerage,396953.83
2056,3433,Savings,990513.43
2057,4457,Savings,520049.28
2058,4715,Savings,255462.45
2059,4510,Brokerage,942347.57
2060,1858,Brokerage,710043.21
2061,2744,Retirement,117804.42
2062,3059,Brokerage,936991.14
2063,4286,Brokerage,819541.54
2064,1795,Brokerage,351783.22
2065,3343,Brokerage,751813.95
2066,872,Savings,640828.88
2067,3717,Savings,834514.93
2068,1543,Brokerage,1595.52
2069,4133,Savings,495707.71
2070,592,Brokerage,950160.49
2071,1982,Retirement,303554.75
2072,1715,Brokerage,638610.37
2073,1565,Savings,
2074,2424,Savings,207880.31
2075,585,Savings,254180.47
2076,975,Retirement,944929.74
2077,3302,Savings,698120.7
2078,2460,Retirement,388359.57
2079,1708,Retirement,429095.36
2080,4831,Retirement,
2081,4861,Savings,679438.31
2082,259,Retirement,320312.22
2083,255,Retirement,700930.87
2084,3144,Brokerage,770017.61
2085,3463,Brokerage,587537.59
2086,2876,Brokerage,490818.16
2087,224,Retirement,39632.9
2088,3994,Savings,475396.91
2089,4455,Savings,83881.72
2090,771,Retirement,380471.26
2091,2764,Savings,604005.13
2092,3845,Savings,323549.63
2093,4528,Brokerage,854787.55
2094,1775,Brokerage,411196.49
2095,85,Brokerage,129255.77
2096,232,Brokerage,444985.54
2097,4113,Savings,
2098,4629,Retirement,801506.37
2099,4389,Brokerage,724606.59
2100,2075,Brokerage,118550.9
2101,4234,Retirement,174744.76
2102,3701,Retirement,853701.51
2103,327,Retirement,601519.23
2104,3496,Savings,
2105,630,Savings,482664.05
2106,2041,Savings,387916.37
2107,1447,Retirement,44830.8
2108,1497,Savings,340730.34
2109,4781,Retirement,229503.79
2110,3643,Brokerage,
2111,952,Savings,165268.85
2112,1082,Brokerage,978818.14
2113,4958,Brokerage,24654.52
2114,4065,Retirement,794543.02
2115,3523,Savings,708700.4
2116,3018,Brokerage,543941.14
2117,3430,Retirement,34503.32
2118,3575,Brokerage,702345.71
2119,549,Savings,88155.71
2120,2930,Retirement,401925.65
2121,1993,Savings,121889.87
2122,1328,Savings,570850.2
2123,1610,Retirement,660202.1
2124,4473,Retirement,557811.11
2125,3915,Savings,970894.51
2126,1520,Brokerage,
2127,4585,Savings,233016.04
2128,1208,Retirement,134081.61
2129,3201,Savings,372486.7
2130,4180,Savings,113639.83
2131,2179,Brokerage,530988.78
2132,2485,Savings,320209.67
2133,1997,Retirement,801424.07
2134,1546,Brokerage,475284.79
2135,3922,Savings,99947.97
2136,3178,Brokerage,633763.17
2137,4436,Savings,146966.28
2138,1041,Brokerage,146257.21
2139,558,Retirement,513871.2
2140,595,Brokerage,165567.99
2141,3388,Brokerage,362360.79
2142,1847,Retirement,406985.07
2143,3538,Savings,870798.06
2144,3233,Savings,193413.09
2145,3062,Retirement,450378.51
2146,1841,Brokerage,907600.39
2147,3927,Brokerage,949438.52
2148,4175,Retirement,646394.92
2149,1289,Savings,599379.87
2150,2357,Retirement,773326.07
2151,3546,Brokerage,31883.1
2152,544,Brokerage,85757.82
2153,1193,Brokerage,40908.6
2154,2273,Retirement,
2155,2798,Retirement,836488.15
2156,4959,Retirement,919407.47
2157,3850,Brokerage,488299.72
2158,4830,Brokerage,560627.49
2159,4958,Brokerage,661347.82
2160,4703,Savings,469858.77
2161,746,Brokerage,490185.86
2162,2806,Brokerage,
2163,516,Retirement,629492.25
2164,2223,Retirement,594839.38
2165,1867,Retirement,926893.02
2166,2656,Savings,566448.91
2167,2856,Retirement,192654.69
2168,2745,Brokerage,676424.02
2169,2282,Retirement,598162.75
2170,1543,Brokerage,890659.85
2171,1141,Brokerage,295720.28
2172,2962,Brokerage,543233.14
2173,2631,Savings,798232.61
2174,4766,Brokerage,174242.19
2175,2388,Brokerage,247780.1
2176,4900,Brokerage,830558.87
2177,1500,Brokerage,809767.91
2178,3072,Savings,392238.61
2179,2218,Brokerage,459620.15
2180,2797,Savings,255470.99
2181,591,Retirement,125304.85
2182,3085,Brokerage,983883.7
2183,27,Savings,189739.16
2184,2088,Retirement,455305.81
2185,4511,Brokerage,821337.08
2186,4188,Brokerage,421072.7
2187,2177,Savings,981596.06
2188,4011,Brokerage,108971.1
2189,3582,Retirement,313828.84
2190,1145,Savings,
2191,447,Savings,847327.54
2192,2273,Savings,548942.21
2193,2199,Savings,784086.77
2194,3468,Savings,40897.45
2195,4642,Savings,10846.24
2196,2766,Brokerage,
2197,2329,Retirement,241439.59
2198,1806,Brokerage,604057.63
2199,2186,Brokerage,
2200,1937,Savings,23931.11
2201,4786,Retirement,762588.87
2202,1408,Retirement,203938.07
2203,143,Savings,92086.57
2204,2210,Retirement,125438.71
2205,2017,Retirement,221752.51
2206,3765,Brokerage,166476.92
2207,1422,Savings,280191.21
2208,26,Savings,671490.43
2209,3566,Brokerage,861034.36
2210,3168,Retirement,214174.42
2211,823,Savings,409126.08
2212,3639,Retirement,151235.15
2213,3150,Brokerage,750943.49
2214,189,Brokerage,765290.78
2215,1681,Brokerage,492028.31
2216,4293,Retirement,322757.94
2217,4089,Brokerage,
2218,3623,Brokerage,206264.11
2219,1184,Brokerage,
2220,3094,Savings,788281.88
2221,1697,Savings,314897.57
2222,3319,Retirement,249516.89
2223,2382,Savings,380064.62
2224,3848,Savings,686805.68
2225,4615,Savings,645831.78
2226,530,Retirement,713356.6
2227,180,Retirement,572084.86
2228,2946,Retirement,21473.63
2229,3575,Brokerage,445882.23
2230,3475,Savings,437924.98
2231,2853,Savings,269852.52
2232,2129,Retirement,158940.1
2233,1796,Brokerage,645363.94
2234,4908,Brokerage,810332.01
2235,298,Retirement,365207.27
2236,1873,Savings,707397.44
2237,1301,Savings,615834.51
2238,4529,Savings,251140.73
2239,4303,Retirement,
2240,2402,Savings,858641.75
2241,2282,Savings,229859.58
2242,2553,Savings,520987.46
2243,1900,Savings,621323.7
2244,4691,Brokerage,783317.64
2245,1442,Retirement,548390.61
2246,3468,Savings,237008.98
2247,1601,Brokerage,712816.53
2248,552,Savings,
2249,1465,Brokerage,125013.14
2250,3790,Brokerage,761099.42
2251,1466,Savings,534123.68
2252,1531,Savings,787121.45
2253,2667,Savings,766583.28
2254,4205,Savings,501412.17
2255,466,Retirement,135814.16
2256,397,Retirement,156753.5
2257,1084,Savings,861826.6
2258,3009,Brokerage,783374.3
2259,3789,Savings,455489.21
2260,901,Brokerage,248966.58
2261,4965,Savings,68006.96
2262,3092,Savings,
2263,3775,Brokerage,799039.21
2264,3236,Brokerage,541927.48
2265,3309,Brokerage,467153.59
2266,4258,Retirement,786598.34
2267,4731,Brokerage,837790.11
2268,3320,Retirement,523946.95
2269,3340,Savings,503649.4
2270,4094,Savings,805033.89
2271,1695,Savings,600198.42
2272,3011,Retirement,116420.66
2273,3379,Retirement,376568.28
2274,3061,Savings,315230.64
2275,1628,Savings,216354.86
2276,1206,Retirement,865331.98
2277,1146,Brokerage,793966.76
2278,3247,Savings,143173.01
2279,1861,Retirement,253667.03
2280,3271,Retirement,713177.39
2281,3044,Savings,463836.01
2282,3407,Savings,246120.64
2283,1193,Brokerage,922823.98
2284,2421,Retirement,54066.22
2285,3811,Retirement,887159.48
2286,3551,Savings,598638.23
2287,2907,Brokerage,552055.12
2288,332,Retirement,68687.9
2289,2716,Savings,311031.43
2290,4152,Savings,12045.13
2291,830,Savings,744593.38
2292,4601,Retirement,60827.08
2293,4174,Savings,631043.83
2294,3042,Savings,448910.3
2295,2737,Brokerage,460830.68
2296,2676,Retirement,368599.56
2297,4236,Brokerage,124174.5
2298,3592,Retirement,433974.77
2299,4211,Savings,666653.7
2300,4490,Brokerage,749188.38
2301,4145,Savings,998645.89
2302,1257,Retirement,330821.91
2303,3604,Brokerage,722820.98
2304,2189,Savings,143069.03
2305,1609,Savings,617257.48
2306,2260,Retirement,221017.31
2307,361,Retirement,13102.62
2308,1090,Savings,418957.5
2309,1587,Retirement,799672.2
2310,1243,Retirement,547508.92
2311,2091,Savings,1566.41
2312,543,Savings,858981.81
2313,2176,Brokerage,483181.91
2314,542,Savings,468838.31
2315,1357,Brokerage,493988.75
2316,656,Brokerage,460146.67
2317,2808,Brokerage,728193.97
2318,3049,Retirement,955712.76
2319,2115,Brokerage,559010.02
2320,2709,Brokerage,665276.56
2321,4315,Savings,668084.11
2322,4832,Brokerage,682918.83
2323,4865,Savings,226972.7
2324,183,Retirement,483912.57
2325,2689,Brokerage,301268.38
2326,3316,Savings,952148.35
2327,2461,Retirement,107390.31
2328,1213,Brokerage,224401.59
2329,1794,Savings,464883.23
2330,1256,Savings,697684.34
2331,4144,Retirement,413232.38
2332,3276,Retirement,567006.3
2333,2451,Savings,243251.7
2334,3942,Brokerage,67254.28
2335,2572,Savings,436187.8
2336,3541,Savings,414808.68
2337,251,Retirement,937656.43
2338,969,Retirement,
2339,4030,Retirement,588834.8
2340,3321,Retirement,849600.61
2341,2347,Savings,610962.15
2342,1351,Retirement,160032.81
2343,2680,Brokerage,377470.8
2344,679,Savings,83012.77
2345,70,Savings,
2346,4036,Savings,934439.88
2347,1245,Savings,3085.17
2348,1455,Savings,134349.82
2349,3005,Brokerage,685976.04
2350,2927,Brokerage,572425.26
2351,332,Savings,892986.85
2352,2705,Savings,39903.31
2353,4775,Savings,988196.48
2354,2,Savings,789753.14
2355,3202,Retirement,108430.93
2356,4861,Retirement,615819.65
2357,4310,Savings,831970.41
2358,2331,Savings,65877.58
2359,4966,Retirement,158236.65
2360,4218,Savings,496919.11
2361,1834,Brokerage,284413.33
2362,3223,Retirement,665343.57
2363,3873,Retirement,
2364,4169,Retirement,294359.62
2365,3286,Retirement,807158.9
2366,1927,Retirement,666589.11
2367,1725,Savings,461825.48
2368,1272,Savings,80373.67
2369,4815,Savings,148532.29
2370,3678,Savings,150177.49
2371,602,Retirement,770596.34
2372,2622,Brokerage,240014.8
2373,3946,Retirement,410470.68
2374,4523,Brokerage,588083.13
2375,1719,Retirement,656525.48
2376,2984,Savings,391403.48
2377,2827,Savings,49863.27
2378,2066,Retirement,187375.93
2379,4077,Retirement,658671.12
2380,3257,Brokerage,862711.83
2381,3684,Savings,815965.41
2382,3460,Brokerage,315473.59
2383,4642,Brokerage,184777.92
2384,1345,Retirement,416385.23
2385,3989,Retirement,149019.61
2386,1150,Savings,513271.63
2387,4058,Retirement,907399.59
2388,1479,Retirement,39410.64
2389,76,Brokerage,361366.8
2390,2810,Brokerage,
2391,23,Savings,483315.57
2392,4105,Savings,211850.7
2393,2724,Brokerage,
2394,4137,Retirement,531338.23
2395,4332,Brokerage,612851.32
2396,1612,Retirement,769942.12
2397,323,Retirement,964178.38
2398,4842,Brokerage,290903.09
2399,3740,Savings,285201.18
2400,147,Retirement,589730.94
2401,515,Retirement,829723.22
2402,3419,Retirement,914191.1
2403,4987,Brokerage,231714.29
2404,2582,Brokerage,223676.65
2405,2169,Retirement,891621.68
2406,318,Savings,668763.8
2407,4748,Retirement,395417.77
2408,36,Brokerage,229991.62
2409,1817,Retirement,239740.99
2410,19,Retirement,48715.99
2411,624,Retirement,535722.38
2412,4478,Retirement,17327.06
2413,2509,Brokerage,663650.88
2414,4069,Brokerage,214201.14
2415,4525,Retirement,779895.12
2416,1924,Retirement,561193.96
2417,2692,Savings,545518.19
2418,1641,Savings,685398.96
2419,653,Retirement,647196.14
2420,3932,Savings,100360.48
2421,2116,Savings,657799.71
2422,2107,Retirement,162699.61
2423,3494,Savings,729432.63
2424,2961,Savings,765327.61
2425,2366,Retirement,997887.2
2426,4495,Brokerage,69521.18
2427,1275,Savings,853177.26
2428,28,Savings,
2429,2213,Savings,114257.39
2430,3697,Retirement,122317.6
2431,4380,Retirement,
2432,3943,Brokerage,614751.64
2433,683,Retirement,789211.03
2434,2894,Savings,388492.8
2435,1551,Brokerage,944995.78
2436,150,Brokerage,804570.96
2437,708,Savings,163129.84
2438,2803,Savings,522564.62
2439,4382,Savings,479211.67
2440,2879,Savings,340840.6
2441,3189,Retirement,104465.82
2442,4198,Retirement,213147.62
2443,1558,Brokerage,637851.74
2444,4804,Brokerage,697657.34
2445,1858,Brokerage,933862.42
2446,4050,Brokerage,771068.18
2447,3173,Retirement,642884.85
2448,1632,Savings,37343.1
2449,1541,Savings,571368.36
2450,141,Brokerage,933986.13
2451,2775,Retirement,749982.94
2452,61,Retirement,862144.84
2453,699,Savings,843179.36
2454,4872,Brokerage,561850.88
2455,955,Brokerage,136634.53
2456,4050,Brokerage,996139.54
2457,2792,Savings,625321.6
2458,267,Brokerage,317749.84
2459,2557,Brokerage,
2460,2404,Savings,858798.26
2461,450,Retirement,665158.84
2462,1122,Brokerage,259023.12
2463,3110,Savings,281387.41
2464,3376,Savings,
2465,2981,Savings,498788.76
2466,2457,Retirement,23709.5
2467,2336,Retirement,185591.37
2468,763,Savings,931478.91
2469,4940,Brokerage,851718.32
2470,2970,Savings,96062.11
2471,2165,Retirement,318993.42
2472,1014,Savings,576834.95
2473,4770,Savings,232287.86
2474,2266,Retirement,841625.73
2475,4508,Brokerage,913060.24
2476,653,Brokerage,549387.56
2477,4730,Brokerage,546518.56
2478,4525,Brokerage,298248.51
2479,3307,Savings,312580.3
2480,3443,Savings,658239.61
2481,2205,Brokerage,53001.41
2482,564,Savings,949034.84
2483,4820,Savings,107721.87
2484,3908,Savings,469753.89
2485,2959,Retirement,542422.45
2486,2166,Savings,591263.0
2487,4598,Savings,82926.87
2488,1380,Savings,648837.27
2489,4662,Brokerage,866825.5
2490,138,Retirement,219199.46
2491,1038,Savings,738123.81
2492,4176,Savings,989657.2
2493,44,Brokerage,523452.15
2494,2239,Brokerage,794866.35
2495,1537,Retirement,548016.21
2496,487,Retirement,211796.51
2497,3183,Savings,825200.35
2498,2398,Retirement,137074.3
2499,4840,Retirement,910835.49
2500,2357,Retirement,249781.65
2501,1022,Brokerage,
2502,4959,Retirement,
2503,939,Retirement,591146.62
2504,2073,Brokerage,129062.84
2505,1511,Brokerage,580623.91
2506,2039,Savings,711357.12
2507,1892,Savings,745135.27
2508,592,Brokerage,395324.05
2509,1787,Retirement,959440.41
2510,4707,Savings,
2511,908,Brokerage,14746.16
2512,877,Retirement,207127.11
2513,1183,Savings,724589.9
2514,1010,Retirement,325786.5
2515,3368,Retirement,659860.71
2516,2254,Retirement,663456.62
2517,1196,Savings,389821.82
2518,1541,Brokerage,858255.47
2519,1989,Retirement,489424.6
2520,2244,Retirement,49884.49
2521,26,Retirement,464118.93
2522,504,Savings,748575.99
2523,4295,Retirement,204636.04
2524,905,Retirement,141557.16
2525,2289,Savings,
2526,113,Retirement,785909.53
2527,4339,Savings,586897.97
2528,2850,Retirement,
2529,3682,Savings,688742.47
2530,2258,Retirement,963544.67
2531,2209,Savings,480869.94
2532,3590,Savings,18128.63
2533,1921,Brokerage,486416.66
2534,1794,Brokerage,510188.01
2535,1186,Savings,268408.12
2536,3038,Brokerage,255556.37
2537,810,Retirement,862140.41
2538,4232,Retirement,746656.53
2539,167,Savings,567588.71
2540,878,Savings,898876.89
2541,2066,Savings,757979.18
2542,4555,Brokerage,574839.26
2543,4342,Savings,627891.82
2544,4329,Savings,149947.21
2545,161,Retirement,768724.63
2546,4538,Retirement,568383.11
2547,12,Retirement,194225.72
2548,889,Brokerage,307031.72
2549,3481,Retirement,696330.91
2550,2228,Brokerage,
2551,3293,Brokerage,842068.12
2552,4929,Brokerage,564457.99
2553,788,Retirement,472382.62
2554,1608,Savings,325390.34
2555,2754,Retirement,471912.45
2556,1976,Brokerage,334095.75
2557,1865,Retirement,957544.29
2558,135,Brokerage,77192.0
2559,4630,Savings,232073.13
2560,360,Savings,467615.79
2561,4383,Brokerage,
2562,4494,Retirement,718712.54
2563,1809,Brokerage,215319.21
2564,3039,Savings,37579.25
2565,96,Brokerage,409729.04
2566,2298,Brokerage,589037.61
2567,3686,Savings,94389.48
2568,1940,Brokerage,119660.32
2569,2051,Brokerage,537354.19
2570,1976,Savings,476536.45
2571,2270,Brokerage,167870.69
2572,53,Retirement,817248.35
2573,1773,Retirement,887580.81
2574,820,Savings,504196.75
2575,1879,Brokerage,278392.29
2576,3499,Brokerage,349609.85
2577,2924,Retirement,556730.57
2578,1346,Savings,739161.8
2579,4684,Savings,667631.3
2580,1578,Savings,822491.71
2581,1919,Brokerage,46158.96
2582,1470,Savings,827450.18
2583,1620,Savings,295704.97
2584,502,Brokerage,450017.55
2585,1102,Savings,118758.35
2586,1673,Retirement,627503.44
2587,2455,Brokerage,432390.7
2588,519,Savings,474256.32
2589,63,Savings,375161.11
2590,4367,Savings,684755.2
2591,3444,Savings,85742.48
2592,1291,Savings,
2593,3401,Savings,435183.84
2594,1362,Retirement,713983.32
2595,4547,Brokerage,531334.94
2596,4848,Brokerage,984423.12
2597,3712,Savings,828946.76
2598,4869,Brokerage,660856.11
2599,1767,Retirement,425461.43
2600,3647,Retirement,316414.47
2601,4967,Savings,926286.9
2602,165,Savings,406410.35
2603,3077,Brokerage,465403.52
2604,746,Brokerage,
2605,1039,Savings,230508.09
2606,4371,Savings,
2607,3233,Brokerage,581081.68
2608,1108,Savings,518436.48
2609,4416,Savings,
2610,1971,Savings,508907.57
2611,4972,Brokerage,884536.59
2612,1979,Brokerage,552725.03
2613,2779,Brokerage,538028.9
2614,2128,Retirement,332743.78
2615,1116,Savings,44974.54
2616,4019,Savings,140572.72
2617,1807,Brokerage,636613.14
2618,4244,Savings,625215.21
2619,586,Retirement,721198.92
2620,4479,Savings,738003.37
2621,2637,Retirement,165470.0
2622,2264,Retirement,
2623,95,Savings,775528.95
2624,199,Brokerage,31317.06
2625,2642,Savings,
2626,4800,Savings,83549.97
2627,1560,Retirement,953135.57
2628,805,Retirement,783866.03
2629,4416,Brokerage,372167.96
2630,4956,Savings,719506.18
2631,2895,Retirement,379666.01
2632,944,Brokerage,645961.43
2633,2394,Retirement,160115.18
2634,4471,Savings,600747.94
2635,4722,Brokerage,477301.56
2636,4024,Brokerage,910343.34
2637,628,Savings,176549.24
2638,2368,Brokerage,622033.31
2639,348,Retirement,380065.81
2640,331,Brokerage,435255.23
2641,216,Savings,599612.44
2642,23,Brokerage,262024.01
2643,2013,Retirement,346006.81
2644,2798,Savings,362105.27
2645,4227,Retirement,530505.19
2646,3320,Retirement,563438.51
2647,1932,Retirement,150123.79
2648,2208,Brokerage,228616.91
2649,2635,Retirement,661662.58
2650,3000,Retirement,821756.64
2651,4726,Retirement,729870.09
2652,4527,Brokerage,40336.62
2653,3849,Savings,407325.17
2654,1970,Retirement,602500.41
2655,4574,Retirement,618473.01
2656,140,Brokerage,778835.19
2657,4308,Savings,126640.91
2658,498,Retirement,802191.73
2659,1003,Retirement,253562.3
2660,4331,Savings,890314.78
2661,4336,Brokerage,5966.76
2662,2119,Brokerage,178267.63
2663,3881,Retirement,880573.53
2664,2040,Brokerage,194662.35
2665,1538,Brokerage,648094.82
2666,3275,Retirement,242984.96
2667,537,Savings,696947.9
2668,2418,Brokerage,171700.26
2669,4682,Brokerage,669825.68
2670,2520,Retirement,298289.14
2671,170,Savings,879566.67
2672,1070,Retirement,722527.23
2673,4329,Retirement,214660.44
2674,2537,Retirement,83086.11
2675,335,Retirement,292333.7
2676,3194,Savings,355321.41
2677,3062,Retirement,866407.18
2678,347,Savings,403875.9
2679,1877,Brokerage,676075.16
2680,2785,Brokerage,683500.21
2681,2408,Savings,959259.21
2682,191,Brokerage,85522.25
2683,3091,Retirement,411780.43
2684,2293,Retirement,513467.16
2685,4345,Brokerage,916358.18
2686,185,Savings,731049.29
2687,3018,Savings,556534.23
2688,4104,Brokerage,179276.17
2689,2257,Retirement,725769.17
2690,1100,Retirement,610485.14
2691,505,Brokerage,688569.04
2692,308,Retirement,
2693,472,Retirement,239578.29
2694,1771,Savings,969762.16
2695,2909,Savings,828697.05
2696,2112,Brokerage,315758.74
2697,1001,Retirement,728722.56
2698,1159,Savings,90967.57
2699,4915,Retirement,526685.2
2700,1014,Brokerage,49282.0
2701,1628,Savings,593724.39
2702,1622,Retirement,217565.48
2703,3318,Brokerage,323697.15
