security_name,date,closing_price
Apple,2024-08-15,911.78
Netflix,2020-05-28,1741.73
Amazon,2022-12-01,1332.79
Microsoft,2023-12-03,709.02
Tesla,2019-08-28,248.59
Google,2021-11-14,995.64
Google,2015-04-28,1254.2
Netflix,2024-11-19,197.82
Apple,2020-01-07,445.83
Google,2019-01-30,570.61
Microsoft,2023-06-19,1383.23
Google,2015-04-13,1541.19
Microsoft,2023-08-20,756.91
Microsoft,2017-08-22,690.7
Microsoft,2019-05-20,1276.02
Netflix,2021-01-13,1480.11
Apple,2016-09-19,733.9
Tesla,2023-05-19,1863.67
Tesla,2014-01-07,1002.43
Google,2022-09-20,1424.32
Google,2015-04-26,598.14
Apple,2015-02-18,1884.41
Tesla,2018-06-06,442.87
Netflix,2016-08-01,510.89
Netflix,2019-08-28,615.84
Amazon,2015-12-28,1983.88
Netflix,2020-03-26,1331.3
Amazon,2017-07-09,1395.75
Google,2016-08-18,749.19
Tesla,2018-07-24,1061.48
Microsoft,2018-09-21,1687.96
Amazon,2016-10-24,424.4
Netflix,2024-09-18,661.18
Microsoft,2018-12-13,1550.18
Tesla,2021-06-16,1672.6
Google,2016-03-28,1887.85
Microsoft,2020-03-29,572.07
Netflix,2020-10-26,564.93
Amazon,2024-03-13,648.93
Google,2016-04-13,1448.47
Microsoft,2021-03-17,781.83
Google,2024-08-12,1273.03
Microsoft,2023-04-25,1869.37
Microsoft,2022-05-17,97.2
Netflix,2014-01-15,433.71
Apple,2015-07-10,1336.66
Google,2014-02-05,1017.75
Netflix,2022-10-25,802.57
Apple,2019-03-28,929.4
Tesla,2014-05-18,1330.44
Microsoft,2018-11-27,887.91
Amazon,2022-08-27,1409.0
Tesla,2016-10-07,529.1
Amazon,2014-09-17,873.48
Apple,2024-01-30,410.44
Amazon,2024-10-31,1539.65
Tesla,2018-03-11,1656.82
Google,2024-10-07,234.04
Netflix,2014-02-19,776.01
Tesla,2018-10-27,883.09
Apple,2017-09-12,1608.33
Apple,2019-11-05,267.46
Microsoft,2016-07-08,1742.99
Netflix,2015-06-01,1421.95
Apple,2017-05-09,1546.3
Amazon,2020-02-20,1029.59
Microsoft,2020-09-14,419.03
Tesla,2020-02-15,479.05
Apple,2017-04-10,272.23
Tesla,2020-10-06,1890.28
Google,2021-12-02,907.28
Google,2019-10-13,757.79
Tesla,2023-02-08,1523.7
Apple,2016-03-30,993.02
Apple,2017-08-17,68.64
Google,2024-06-29,1549.02
Tesla,2021-12-19,278.19
Netflix,2022-10-08,1839.97
Tesla,2022-11-02,67.27
Microsoft,2018-03-24,1833.06
Tesla,2019-10-02,107.78
Tesla,2020-11-11,117.32
Amazon,2020-06-11,990.89
Netflix,2015-12-18,1619.97
Google,2018-10-19,1196.32
Netflix,2014-11-08,148.5
Amazon,2015-05-08,765.09
Microsoft,2021-10-23,1595.83
Netflix,2023-01-27,19.52
Microsoft,2016-11-29,97.2
Amazon,2019-10-25,947.21
Microsoft,2015-07-05,1719.97
Microsoft,2016-12-28,1372.31
Apple,2021-03-12,1048.45
Tesla,2024-02-18,899.18
Amazon,2019-07-12,1706.57
Amazon,2015-07-29,355.8
Netflix,2017-12-23,1148.33
Apple,2020-01-11,889.43
Tesla,2024-09-15,1769.03
Netflix,2014-11-06,82.7
Tesla,2018-10-12,908.8
Tesla,2022-03-15,231.22
Netflix,2018-12-01,1433.71
Apple,2014-08-10,1770.18
Apple,2022-11-12,179.84
Apple,2017-08-18,979.34
Apple,2014-10-03,1323.19
Microsoft,2022-07-22,23.88
Amazon,2015-07-02,1319.25
Amazon,2015-06-14,331.35
Tesla,2015-05-12,790.13
Google,2017-05-27,1046.04
Tesla,2016-09-14,813.05
Microsoft,2018-11-22,1893.9
Netflix,2016-02-12,261.1
Apple,2024-12-02,638.43
Apple,2015-10-16,840.41
Tesla,2024-05-14,993.76
Microsoft,2018-12-02,958.72
Microsoft,2023-09-14,1847.4
Microsoft,2018-08-01,1699.98
Google,2024-04-27,1902.75
Amazon,2017-01-18,593.47
Apple,2016-01-05,1379.84
Amazon,2021-07-11,875.17
Microsoft,2019-08-27,1881.98
Microsoft,2019-10-23,1857.14
Netflix,2023-10-07,1522.22
Google,2024-10-22,1670.55
Netflix,2019-02-23,129.04
Apple,2016-04-02,1462.93
Netflix,2014-05-29,1868.38
Microsoft,2024-12-28,563.78
Tesla,2019-10-14,1973.08
Microsoft,2015-03-26,1392.32
Netflix,2024-10-02,50.61
Netflix,2015-10-04,238.27
Microsoft,2021-03-19,1927.41
Amazon,2023-03-25,1043.83
Netflix,2018-12-28,305.78
Tesla,2015-02-12,505.8
Amazon,2020-12-17,157.6
Google,2016-10-19,478.44
Amazon,2014-09-02,903.84
Microsoft,2021-04-29,1775.59
Apple,2017-09-06,165.46
Netflix,2019-12-28,297.37
Amazon,2020-05-30,282.33
Tesla,2015-08-17,858.66
Microsoft,2022-08-26,76.65
Apple,2021-05-01,1601.6
Amazon,2015-07-21,832.81
Amazon,2016-01-17,479.39
Google,2024-12-28,1902.0
Microsoft,2023-01-10,852.93
Microsoft,2023-09-09,137.13
Amazon,2015-06-11,1977.92
Apple,2021-08-02,58.73
Microsoft,2024-05-12,1210.62
Google,2018-11-01,781.03
Tesla,2016-08-13,1005.63
Amazon,2015-11-03,758.93
Microsoft,2014-01-19,343.93
Amazon,2023-11-28,1983.43
Microsoft,2015-10-31,237.89
Google,2020-02-23,1134.52
Amazon,2021-05-15,35.56
Apple,2019-02-01,1014.99
Microsoft,2018-09-25,1639.4
Apple,2014-09-16,1256.29
Apple,2017-01-31,1018.77
Microsoft,2015-07-01,1977.33
Apple,2024-05-26,1507.99
Tesla,2018-09-14,1479.5
Amazon,2020-05-24,720.42
Apple,2022-03-10,694.33
Tesla,2020-07-09,355.67
Microsoft,2024-08-07,969.51
Google,2022-11-19,661.32
Tesla,2020-09-06,72.02
Tesla,2015-11-27,1036.33
Tesla,2016-02-16,1971.03
Tesla,2019-11-06,665.83
Google,2015-01-09,173.51
Amazon,2018-07-27,1238.82
Google,2014-01-16,1067.4
Microsoft,2022-07-08,1526.5
Netflix,2014-02-02,1476.15
Google,2018-06-18,1715.42
Amazon,2015-04-27,1304.63
Amazon,2017-06-05,555.02
Tesla,2021-07-05,1395.33
Google,2020-02-12,424.76
Netflix,2018-10-06,543.12
Netflix,2018-06-03,1838.94
Netflix,2017-03-09,1997.1
Amazon,2017-11-27,254.43
Google,2017-03-06,1845.0
Netflix,2015-03-22,75.93
Google,2024-11-21,1805.8
Amazon,2015-08-19,1623.03
Amazon,2024-12-04,1298.47
Tesla,2018-05-14,1856.61
Apple,2017-04-01,192.43
Microsoft,2016-11-24,1404.17
Microsoft,2018-11-05,1155.21
Apple,2017-08-24,1445.72
Microsoft,2014-04-08,798.31
Netflix,2022-02-18,328.38
Amazon,2017-06-11,1718.78
Apple,2019-06-28,998.2
Amazon,2016-03-25,27.73
Tesla,2023-06-08,1925.17
Amazon,2018-09-22,529.01
Amazon,2015-02-10,1723.41
Netflix,2018-04-12,1699.88
Tesla,2015-02-09,416.35
Amazon,2019-11-25,485.15
Tesla,2017-05-13,877.95
Apple,2014-05-21,104.09
Apple,2022-02-24,824.46
Tesla,2023-04-17,265.55
Google,2017-05-12,1397.6
Google,2014-12-15,1030.5
Apple,2014-05-19,1595.64
Apple,2017-10-15,1164.61
Microsoft,2015-09-18,1876.04
Netflix,2020-05-15,663.01
Netflix,2022-01-29,658.9
Google,2024-01-27,1641.21
Apple,2015-06-26,697.49
Netflix,2014-02-07,351.17
Netflix,2017-07-10,286.42
Netflix,2022-10-22,1957.32
Google,2021-02-04,711.19
Tesla,2015-03-14,120.63
Amazon,2023-07-18,1508.41
Apple,2016-12-26,1013.3
Google,2018-08-03,178.54
Amazon,2017-10-02,444.08
Apple,2020-10-18,1122.56
Amazon,2021-05-23,1320.21
Amazon,2016-01-05,155.78
Amazon,2019-02-14,657.98
Apple,2024-12-10,1034.59
Tesla,2016-01-12,628.34
Google,2017-04-01,1167.44
Netflix,2014-05-21,87.28
Apple,2019-11-25,651.91
Apple,2021-03-13,386.92
Netflix,2015-01-26,292.44
Netflix,2015-08-23,1291.98
Netflix,2021-09-11,1656.01
Netflix,2016-05-09,1865.96
Netflix,2018-01-01,413.46
Tesla,2024-07-17,535.03
Google,2015-07-16,1943.88
Tesla,2018-08-27,510.36
Google,2020-07-21,472.83
Google,2023-06-07,844.42
Amazon,2014-11-09,1861.6
Apple,2015-09-16,1749.75
Microsoft,2020-05-08,1685.87
Google,2022-06-18,371.06
Tesla,2018-06-08,667.34
Microsoft,2023-09-03,790.66
Netflix,2018-04-27,1192.21
Tesla,2015-12-14,1758.88
Google,2021-11-29,1318.05
Netflix,2021-03-12,1687.28
Microsoft,2023-10-22,530.3
Amazon,2015-03-06,563.41
Amazon,2015-07-21,538.58
Netflix,2021-01-15,921.84
Microsoft,2020-03-23,1335.41
Microsoft,2018-10-18,524.98
Netflix,2014-01-26,916.85
Google,2021-08-23,465.08
Netflix,2021-07-01,443.35
Apple,2020-06-17,668.92
Apple,2015-02-28,180.74
Netflix,2019-10-29,1965.78
Microsoft,2019-04-24,892.84
Tesla,2018-05-08,477.46
Apple,2024-03-16,769.15
Google,2017-07-31,1861.46
Netflix,2017-11-22,1275.7
Amazon,2014-03-16,595.37
Apple,2017-04-08,1369.89
Amazon,2023-11-04,144.42
Microsoft,2016-11-17,1335.31
Google,2017-04-30,1869.95
Amazon,2016-04-12,501.83
Tesla,2015-07-16,448.01
Apple,2021-06-20,813.8
Google,2020-04-15,772.96
Google,2015-12-19,1567.05
Amazon,2022-02-16,1637.2
Tesla,2019-12-03,520.95
Tesla,2017-01-15,895.87
Google,2018-10-24,1537.11
Tesla,2014-08-10,404.2
Google,2021-10-27,1570.13
Amazon,2014-10-21,1638.52
Microsoft,2015-02-24,1106.32
Netflix,2024-11-21,1138.34
Netflix,2023-06-13,308.99
Apple,2016-07-03,624.01
Microsoft,2021-10-09,1216.15
Microsoft,2021-05-09,196.12
Netflix,2014-03-01,553.19
Amazon,2023-11-04,743.63
Microsoft,2024-11-27,1776.37
Microsoft,2019-12-30,1998.87
Amazon,2018-07-06,146.95
Google,2024-02-20,1637.58
Netflix,2014-03-10,1242.97
Netflix,2014-11-04,1823.97
Tesla,2021-04-02,947.64
Google,2019-12-03,1402.75
Google,2021-09-13,543.96
Google,2024-01-17,91.67
Apple,2015-11-15,167.8
Netflix,2016-10-10,162.14
Netflix,2016-07-25,980.32
Tesla,2020-03-19,684.99
Netflix,2014-05-04,1534.29
Netflix,2019-03-18,1494.96
Amazon,2018-08-23,1053.86
Google,2020-11-06,1478.1
Google,2014-05-25,1054.04
Microsoft,2019-08-30,1758.97
Google,2018-10-13,705.12
Microsoft,2019-01-25,1940.66
Microsoft,2016-05-01,177.12
Apple,2023-11-11,1985.79
Tesla,2021-05-22,1292.2
Google,2016-09-22,1545.12
Tesla,2020-03-22,309.5
Apple,2023-01-01,1305.71
Microsoft,2015-01-10,1705.26
Google,2023-04-06,410.0
Amazon,2019-08-04,102.54
Google,2022-05-30,1297.3
Amazon,2021-06-12,1425.74
Amazon,2022-08-04,1935.1
Amazon,2017-01-18,16.65
Microsoft,2021-02-06,274.55
Google,2022-08-21,1314.21
Amazon,2023-09-08,1053.65
Google,2022-03-30,1326.97
Google,2016-03-17,651.85
Apple,2015-08-26,1746.34
Netflix,2016-10-13,1262.79
Netflix,2023-09-06,570.73
Google,2020-01-06,1640.41
Microsoft,2023-03-08,684.49
Google,2024-12-06,1143.77
Amazon,2014-04-13,1350.22
Google,2016-06-26,1873.57
Amazon,2015-11-15,1095.82
Tesla,2017-09-29,638.03
Apple,2024-06-03,1051.52
Apple,2019-10-13,368.5
Apple,2023-08-13,1856.2
Google,2024-02-13,1693.2
Microsoft,2014-11-07,990.01
Microsoft,2014-12-19,250.89
Tesla,2019-01-23,1121.37
Google,2022-12-27,1638.53
Microsoft,2021-08-29,977.85
Apple,2020-07-01,1791.56
Microsoft,2019-10-17,1786.05
Google,2016-06-15,813.32
Tesla,2014-02-15,621.44
Tesla,2017-05-10,1142.91
Microsoft,2019-01-11,1691.97
Apple,2021-08-14,1977.6
Tesla,2020-02-14,235.84
Microsoft,2019-05-13,202.91
Google,2015-03-04,1496.35
Google,2022-04-04,1182.87
Google,2024-12-09,538.55
Netflix,2017-01-02,676.08
Amazon,2017-12-04,319.63
Tesla,2014-09-20,1174.27
Tesla,2018-01-06,695.51
Apple,2014-06-11,411.61
Netflix,2015-12-31,1065.07
Microsoft,2023-02-19,1700.59
Amazon,2014-07-14,363.88
Tesla,2017-04-25,1987.02
Apple,2021-10-10,973.37
Amazon,2021-04-29,498.99
Netflix,2015-09-19,245.23
Apple,2022-09-09,122.79
Microsoft,2021-07-24,1112.59
Amazon,2023-02-04,1135.64
Netflix,2016-01-10,801.06
Amazon,2024-07-22,25.21
Apple,2024-07-23,1446.57
Google,2018-12-08,1190.84
Microsoft,2020-09-02,1392.92
Tesla,2021-01-07,1249.81
Apple,2018-08-09,1470.53
Tesla,2020-07-31,1841.96
Google,2021-03-07,507.99
Microsoft,2022-01-10,1685.12
Google,2024-05-19,496.07
Amazon,2016-01-10,870.76
Google,2017-06-07,647.49
Amazon,2023-02-16,1962.0
Netflix,2014-04-23,1667.45
Tesla,2015-02-14,638.59
Amazon,2015-06-09,430.19
Amazon,2019-01-15,1788.66
Tesla,2022-10-23,1727.5
Google,2015-12-11,1471.34
Google,2018-04-08,181.79
Netflix,2016-02-08,626.47
Google,2024-06-02,1641.36
Amazon,2016-12-21,434.61
Amazon,2020-05-25,729.62
Microsoft,2024-12-11,233.18
Tesla,2014-03-15,1741.72
Microsoft,2017-11-12,1016.89
Apple,2022-03-05,83.45
Amazon,2022-11-19,919.26
Tesla,2016-04-28,737.5
Microsoft,2022-05-02,1263.66
Microsoft,2020-04-20,1279.51
Amazon,2020-12-24,508.87
Amazon,2014-04-21,1039.1
Tesla,2022-07-24,253.13
Tesla,2017-10-09,1016.19
Microsoft,2023-11-20,1509.67
Amazon,2015-08-06,515.51
Netflix,2022-06-28,1861.25
Tesla,2024-06-28,705.32
Amazon,2018-01-20,770.57
Microsoft,2016-10-01,1961.52
Amazon,2022-03-10,1009.24
Tesla,2022-04-24,1977.04
Google,2020-10-14,1972.43
Tesla,2016-03-12,306.52
Apple,2022-11-13,1933.17
Amazon,2016-12-28,1625.6
Google,2020-02-03,178.89
Apple,2018-10-11,87.79
Google,2024-02-17,740.74
Microsoft,2021-11-11,65.95
Apple,2024-05-31,700.5
Google,2015-12-06,1655.61
Google,2021-07-08,969.08
Apple,2015-11-27,51.71
Amazon,2014-09-29,1019.5
Google,2024-12-11,579.42
Netflix,2021-02-07,545.82
Google,2018-04-05,1865.97
Apple,2019-11-03,136.56
Amazon,2015-05-01,1093.32
Amazon,2017-04-10,708.51
Google,2014-04-04,1109.58
Tesla,2019-01-22,1081.93
Microsoft,2022-03-24,331.51
Amazon,2022-03-24,1259.03
Amazon,2014-03-14,174.03
Apple,2021-06-11,1899.52
Google,2021-06-03,1237.65
Tesla,2021-02-06,1159.61
Amazon,2016-10-21,1622.6
Tesla,2019-09-30,788.83
Apple,2022-10-29,776.03
Google,2018-02-08,1071.89
Microsoft,2018-01-08,750.18
Apple,2024-01-19,1992.29
Amazon,2017-07-08,1184.02
Microsoft,2014-09-08,472.71
Microsoft,2018-03-22,323.93
Tesla,2021-07-02,1976.85
Amazon,2020-03-06,1965.63
Netflix,2017-09-19,196.29
Microsoft,2020-02-16,692.17
Apple,2019-11-14,45.15
Google,2016-04-15,821.32
Amazon,2019-08-01,981.75
Netflix,2019-09-11,1093.66
Netflix,2021-07-16,998.06
Netflix,2019-11-07,612.59
Amazon,2014-04-10,917.15
Tesla,2024-02-20,441.23
Netflix,2018-03-21,1699.16
Netflix,2020-10-11,1765.2
Amazon,2024-07-06,1025.28
Netflix,2016-05-27,231.97
Microsoft,2020-07-03,1291.81
Microsoft,2024-08-07,86.5
Apple,2018-08-18,1632.96
Microsoft,2014-03-01,1273.69
Amazon,2023-04-28,1401.88
Google,2023-05-10,850.56
Netflix,2015-10-08,1368.58
Microsoft,2016-08-24,1949.6
Google,2020-01-25,693.78
Google,2024-12-06,764.69
Microsoft,2015-02-18,870.34
Apple,2019-02-20,1468.36
Apple,2017-12-26,1673.97
Amazon,2017-12-17,1453.13
Google,2022-07-29,1607.05
Amazon,2018-03-03,948.75
Apple,2015-03-16,1207.49
Tesla,2015-02-01,1986.15
Netflix,2015-07-09,1011.89
Amazon,2014-09-25,1531.6
Google,2023-12-08,447.86
Apple,2016-01-05,1470.77
Netflix,2019-07-27,1934.07
Microsoft,2022-05-17,1114.01
Netflix,2016-01-26,1556.32
Google,2014-07-17,917.98
Microsoft,2017-07-09,905.08
Tesla,2014-09-01,170.18
Google,2014-08-02,83.71
Google,2014-01-30,1876.08
Google,2014-12-22,234.87
Microsoft,2016-02-06,562.65
Netflix,2022-08-06,240.98
Google,2014-12-03,789.85
Amazon,2022-03-01,292.15
Amazon,2020-06-29,143.18
Apple,2018-09-05,1738.74
Netflix,2024-11-08,1889.94
Google,2016-06-01,965.11
Amazon,2019-08-07,751.49
Apple,2014-08-17,1566.08
Tesla,2023-01-07,274.43
Google,2024-10-23,1893.88
Apple,2014-05-30,1619.71
Netflix,2019-06-30,1120.47
Google,2015-09-14,1516.19
Microsoft,2016-03-29,1632.09
Netflix,2014-07-20,1553.83
Amazon,2023-01-15,842.29
Apple,2023-05-03,24.13
Google,2015-11-14,1655.46
Apple,2023-11-12,1326.63
Google,2014-06-28,1986.29
Apple,2022-01-03,1747.23
Google,2021-06-17,1233.84
Netflix,2020-09-23,704.99
Microsoft,2014-11-13,1244.59
Tesla,2017-01-06,1831.32
Amazon,2022-09-01,1688.99
Apple,2020-02-03,1679.76
Amazon,2014-05-31,59.44
Apple,2020-04-23,762.18
Google,2020-04-16,1640.36
Amazon,2020-01-21,1157.95
Tesla,2022-08-18,147.31
Microsoft,2014-10-15,1373.53
Tesla,2023-11-27,1903.81
Tesla,2015-08-01,169.26
Netflix,2022-07-09,1969.51
Google,2020-08-01,806.88
Apple,2016-05-01,866.48
Google,2016-12-10,1791.31
Google,2017-09-30,248.25
Tesla,2016-04-10,1683.39
Google,2024-01-19,1668.77
Google,2019-01-05,794.7
Netflix,2021-04-03,79.0
Google,2022-05-27,933.87
Apple,2020-11-22,1135.48
Tesla,2020-11-20,1304.24
Apple,2023-01-09,127.86
Apple,2021-11-29,1561.76
Amazon,2019-02-18,758.35
Tesla,2023-12-12,1393.01
Apple,2020-09-10,1947.69
Google,2015-03-11,1222.37
Apple,2020-01-13,1553.26
Netflix,2018-04-20,63.44
Amazon,2014-06-30,603.07
Tesla,2020-01-02,1015.99
Tesla,2022-05-25,1402.95
Amazon,2016-02-17,611.34
Netflix,2017-06-11,1627.64
Tesla,2022-02-13,1463.58
Google,2019-02-24,1500.59
Netflix,2023-05-13,1902.53
Amazon,2019-11-23,28.65
Google,2017-07-15,1832.26
Amazon,2015-02-11,167.59
Netflix,2017-01-20,1293.27
Tesla,2014-03-29,1342.47
Amazon,2022-10-08,776.91
Netflix,2014-05-17,36.73
Apple,2024-12-29,1101.53
Google,2017-06-03,875.26
Amazon,2017-05-23,1932.01
Tesla,2018-04-09,808.54
Microsoft,2022-10-03,1885.07
Google,2024-10-26,633.64
Google,2017-11-22,104.09
Tesla,2018-03-05,1408.25
Apple,2017-03-14,710.41
Netflix,2022-11-24,986.51
Tesla,2024-05-13,924.21
Apple,2017-03-13,58.91
Netflix,2015-05-07,1829.59
Amazon,2022-05-18,933.46
Tesla,2021-12-31,516.44
Tesla,2015-03-21,1257.53
Microsoft,2018-01-10,973.38
Microsoft,2021-07-10,1373.07
Tesla,2024-05-23,1627.19
Amazon,2018-11-30,494.9
Microsoft,2024-03-09,399.52
Google,2022-11-17,228.09
Apple,2016-01-07,1721.21
Tesla,2014-11-06,1656.62
Apple,2020-10-26,38.77
Apple,2018-01-24,936.55
Microsoft,2019-03-25,139.49
Amazon,2016-10-09,1903.83
Tesla,2016-10-17,1082.42
Netflix,2017-07-22,391.19
Microsoft,2022-08-07,1186.78
Tesla,2018-07-10,1398.44
Netflix,2022-10-22,1804.06
Netflix,2021-01-17,1950.89
Microsoft,2014-02-05,1874.46
Apple,2023-07-17,1973.66
Tesla,2023-12-11,1622.94
Amazon,2015-12-23,1012.5
Apple,2016-03-07,1196.51
Tesla,2021-06-17,37.9
Tesla,2015-03-21,1106.44
Amazon,2020-12-18,1585.51
Google,2014-10-21,1193.13
Microsoft,2014-08-03,642.07
Netflix,2017-09-19,1968.07
Microsoft,2014-03-25,1119.25
Tesla,2018-04-10,1542.7
Google,2022-09-15,1584.53
Google,2021-12-31,1615.9
Netflix,2018-10-09,828.19
Apple,2017-06-14,459.92
Netflix,2024-01-14,1882.03
Tesla,2015-12-08,439.7
Amazon,2022-10-02,1969.81
Tesla,2017-11-07,1178.51
Google,2022-01-01,559.08
Google,2014-04-23,946.46
Tesla,2020-10-24,1516.22
Amazon,2021-11-19,204.35
Netflix,2016-03-06,1514.53
Google,2020-03-16,654.33
Netflix,2019-09-11,255.74
Amazon,2018-04-16,179.27
Microsoft,2023-07-16,626.38
Tesla,2015-05-18,704.45
Netflix,2019-02-27,823.6
Amazon,2023-07-10,1278.94
Google,2015-03-12,878.76
Tesla,2014-01-02,209.13
Netflix,2014-09-01,173.33
Tesla,2015-09-22,1983.72
Netflix,2016-12-15,1235.21
Apple,2023-12-25,306.65
Microsoft,2023-03-23,1172.65
Microsoft,2015-10-01,337.33
Microsoft,2020-02-06,1140.85
Netflix,2024-09-21,1507.23
Apple,2022-10-01,1690.91
Microsoft,2014-08-14,1132.44
Amazon,2017-01-03,1160.12
Netflix,2023-12-31,320.89
Microsoft,2023-11-09,650.95
Google,2022-07-10,1901.33
Amazon,2014-07-10,1403.82
Google,2018-07-26,156.22
Microsoft,2016-02-19,292.82
Netflix,2024-03-11,549.24
Apple,2019-02-20,212.07
Netflix,2020-03-01,1373.41
Amazon,2020-05-29,1625.55
Amazon,2016-09-09,606.56
Netflix,2022-12-17,728.15
Tesla,2015-12-11,907.84
Amazon,2023-07-25,1505.65
Microsoft,2017-02-02,147.97
Microsoft,2021-08-10,232.01
Microsoft,2020-08-15,319.65
Apple,2016-05-27,1632.23
Microsoft,2018-11-14,1373.08
Microsoft,2017-11-13,1537.21
Netflix,2019-02-01,393.61
Microsoft,2014-05-10,480.39
Amazon,2018-09-24,393.74
Tesla,2019-11-18,1917.13
Netflix,2023-06-23,378.15
Amazon,2018-01-20,1427.1
Apple,2019-02-09,547.64
Apple,2019-04-08,208.1
Google,2021-01-22,753.11
Amazon,2015-10-28,1425.33
Netflix,2015-02-25,1291.3
Apple,2016-09-04,214.0
Amazon,2022-03-23,1217.18
Amazon,2022-08-05,392.5
Apple,2023-09-09,497.72
Microsoft,2019-08-16,712.92
Google,2020-09-10,1815.3
Netflix,2022-02-17,1730.95
Amazon,2019-11-26,1675.77
Amazon,2017-11-10,1342.77
Microsoft,2023-05-19,529.05
Tesla,2019-07-21,1572.11
Google,2023-09-12,85.33
Apple,2015-12-11,466.35
Tesla,2024-01-29,1575.33
Tesla,2015-10-29,1233.38
Apple,2016-02-29,1445.15
Amazon,2022-10-20,1393.76
Tesla,2014-12-05,1574.68
Apple,2023-07-03,1014.43
Microsoft,2015-09-07,133.1
Apple,2021-05-15,77.47
Netflix,2014-03-14,652.91
Apple,2014-06-02,1306.71
Netflix,2017-06-26,1248.17
Netflix,2019-03-18,649.66
Microsoft,2021-06-26,1549.84
Tesla,2018-05-24,835.28
Netflix,2020-12-16,1175.74
Amazon,2018-11-05,1340.38
Microsoft,2024-07-01,1664.39
Netflix,2024-11-01,833.76
Google,2017-03-03,1564.58
Tesla,2024-12-01,1861.62
Microsoft,2023-10-31,1297.9
Apple,2024-12-19,1815.0
Tesla,2014-02-11,467.47
Google,2018-03-25,1168.04
Tesla,2019-08-30,253.74
Microsoft,2014-12-17,1042.47
Tesla,2020-01-27,38.04
Microsoft,2023-11-08,101.48
Netflix,2021-06-27,1538.12
Microsoft,2018-02-03,1772.8
Amazon,2022-08-06,173.05
Google,2018-06-26,108.34
Amazon,2023-03-05,1833.68
Tesla,2014-07-08,1340.87
Microsoft,2017-04-15,1979.05
Amazon,2017-01-03,1922.62
Google,2015-05-20,1170.63
Tesla,2021-02-03,1556.13
Amazon,2016-05-01,1695.47
Tesla,2015-12-04,1865.82
Microsoft,2020-03-18,1647.06
Amazon,2023-10-11,1812.98
Apple,2022-05-05,624.06
Google,2019-06-06,677.67
Google,2023-10-29,1298.68
Google,2014-07-06,109.09
Microsoft,2017-05-11,807.95
Microsoft,2017-05-31,71.73
Apple,2014-07-01,500.4
Tesla,2016-06-21,1829.27
Netflix,2018-04-24,868.11
Google,2017-01-21,376.14
Microsoft,2017-08-28,1426.53
Amazon,2023-08-05,1949.92
Netflix,2015-03-09,1352.41
Amazon,2014-04-11,1546.77
Google,2024-07-16,1085.16
Amazon,2023-10-03,1710.87
Apple,2024-04-18,1913.78
Apple,2016-09-04,910.5
Apple,2022-01-06,325.62
Netflix,2018-08-26,45.6
Netflix,2022-11-26,1638.77
Microsoft,2022-02-17,1017.68
Amazon,2015-10-06,289.85
Apple,2014-03-22,758.28
Amazon,2018-06-11,1842.34
Amazon,2022-07-19,280.73
Google,2020-02-18,1795.75
Netflix,2020-12-13,1400.62
Apple,2014-12-19,1809.47
Apple,2020-11-11,956.2
Tesla,2019-02-08,1903.61
Amazon,2020-08-04,21.93
Google,2020-10-29,1158.58
Tesla,2022-01-06,1142.89
Google,2017-06-29,1971.33
Google,2015-07-30,1442.47
Netflix,2022-12-30,744.73
Google,2023-02-28,825.35
Amazon,2016-01-24,933.06
Google,2024-05-12,1591.85
Apple,2015-05-23,679.85
Apple,2016-07-29,232.01
Amazon,2021-03-07,450.44
Tesla,2017-01-21,880.77
Apple,2016-02-25,961.58
Google,2014-02-14,1375.16
Netflix,2018-06-19,1765.69
Netflix,2019-11-11,102.07
Amazon,2016-07-23,201.5
Apple,2018-04-18,687.49
Tesla,2019-12-08,1854.32
Amazon,2017-06-17,307.9
Tesla,2016-05-31,419.53
Amazon,2019-02-08,358.12
Tesla,2018-08-03,268.12
Amazon,2019-01-24,624.26
Tesla,2015-12-08,1985.65
Google,2024-07-12,257.35
Tesla,2014-09-23,1852.57
Microsoft,2022-07-29,471.24
Apple,2020-10-06,1541.28
Apple,2019-07-02,850.43
Netflix,2021-02-11,620.31
Tesla,2019-12-10,1399.16
Netflix,2021-08-09,1353.2
Apple,2018-08-13,1233.7
Apple,2018-03-03,1556.21
Amazon,2018-03-08,756.26
Microsoft,2016-02-11,1746.12
Google,2023-07-28,416.86
Tesla,2014-07-21,86.73
Tesla,2021-04-01,1294.82
Tesla,2024-02-10,720.04
Amazon,2014-05-13,852.42
Apple,2015-10-14,346.51
Apple,2020-08-30,372.77
Tesla,2016-01-21,1235.13
Amazon,2019-02-21,869.35
Microsoft,2018-03-18,1004.78
Amazon,2022-10-30,106.06
Apple,2014-05-27,1353.21
Amazon,2020-08-29,323.12
Google,2015-08-15,1004.94
Amazon,2015-01-25,712.68
Tesla,2022-10-07,216.85
Tesla,2018-08-23,361.86
Netflix,2021-07-22,471.33
Netflix,2016-01-16,1864.39
Apple,2014-05-25,718.19
Netflix,2022-02-05,754.7
Netflix,2014-10-28,1326.02
Tesla,2020-02-29,585.15
Microsoft,2019-03-14,616.69
Amazon,2017-01-03,1514.92
Apple,2017-10-29,1431.55
Netflix,2014-03-05,1667.73
Tesla,2017-09-06,1554.93
Apple,2021-07-16,1670.81
Apple,2018-07-09,1360.39
Amazon,2017-10-08,601.43
