transaction_id,investment_id,transaction_type,transaction_date,quantity,transaction_price
12062,3904,Sell,2024-06-22,190,587.06
12063,2895,Sell,2015-06-22,76,1215.95
12064,3216,Sell,2016-04-30,373,786.75
12065,2296,Buy,2024-12-23,378,170.07
12066,18390,Buy,2019-04-29,340,955.72
12067,14129,Sell,2023-02-08,410,705.72
12068,7243,Sell,2015-03-08,8,47.56
12069,5644,Buy,2023-08-28,90,789.84
12070,2936,Buy,2017-10-10,313,981.08
12071,17144,Buy,2021-04-27,339,1163.65
12072,15428,Sell,2020-08-16,235,136.98
12073,12306,Buy,2023-11-05,422,1270.23
12074,3618,Buy,2018-11-20,499,1465.0
12075,13445,Buy,2017-03-24,284,166.59
12076,18446,Sell,2021-04-30,383,1108.18
12077,9559,Sell,2019-01-23,298,183.12
12078,16845,Buy,2017-07-13,139,800.78
12079,6777,Buy,2021-04-10,230,126.51
12080,19926,Sell,2019-12-15,280,613.98
12081,3947,Sell,2017-04-26,471,73.63
12082,12435,Sell,2015-06-07,312,640.3
12083,10411,Buy,2019-03-18,75,947.04
12084,6458,Buy,2019-05-13,276,1154.89
12085,10290,Buy,2024-02-22,144,967.15
12086,4648,Sell,2018-10-06,208,381.76
12087,5202,Sell,2020-05-05,277,372.7
12088,19695,Sell,2021-02-27,167,458.34
12089,14817,Sell,2023-05-23,89,627.99
12090,8350,Buy,2015-12-31,16,167.38
12091,12902,Sell,2020-04-06,290,1452.08
12092,12435,Sell,2014-07-17,390,1438.65
12093,9162,Sell,2023-03-29,321,952.63
12094,10708,Buy,2023-12-06,291,1093.07
12095,11177,Sell,2019-06-10,340,193.21
12096,4013,Sell,2015-11-08,83,666.99
12097,5448,Buy,2018-12-30,399,1303.87
12098,4698,Sell,2020-06-28,398,1251.16
12099,18727,Sell,2017-12-17,67,91.08
12100,295,Sell,2015-11-01,107,925.92
12101,14732,Sell,2023-02-01,36,365.71
12102,18188,Sell,2021-08-14,263,270.3
12103,8444,Buy,2024-07-03,372,301.26
12104,4675,Sell,2023-05-15,220,1414.95
12105,5958,Buy,2023-11-07,204,541.02
12106,19226,Sell,2022-02-23,99,947.02
12107,10396,Buy,2020-12-27,41,564.15
12108,7611,Buy,2017-11-19,248,1047.52
12109,19800,Buy,2018-01-30,63,1005.03
12110,8569,Buy,2014-10-16,152,1028.98
12111,18414,Buy,2016-03-10,284,988.48
12112,1050,Sell,2017-05-18,446,652.57
12113,7938,Buy,2014-02-18,64,77.21
12114,8911,Sell,2018-10-14,352,1150.66
12115,4003,Sell,2016-08-25,235,659.36
12116,7346,Buy,2017-07-30,240,580.03
12117,18195,Sell,2018-02-04,415,810.59
12118,10646,Buy,2017-10-11,437,323.68
12119,5776,Buy,2022-10-25,200,1063.76
12120,4939,Sell,2022-12-08,320,925.2
12121,13059,Sell,2024-09-28,430,1116.14
12122,11705,Buy,2018-01-27,126,1301.7
12123,19522,Sell,2015-10-07,440,985.28
12124,13080,Sell,2023-09-12,177,1364.26
12125,5728,Sell,2020-07-30,39,842.97
12126,2910,Buy,2014-01-26,275,
12127,5659,Sell,2016-06-21,418,71.8
12128,39,Sell,2019-07-09,382,1299.65
12129,6683,Buy,2014-06-18,223,1302.62
12130,15535,Sell,2024-05-22,343,1017.09
12131,19657,Buy,2016-08-12,208,1307.5
12132,9275,Sell,2022-06-07,376,421.19
12133,3815,Sell,2014-04-11,96,1469.34
12134,7605,Sell,2018-05-26,497,1248.75
12135,4097,Buy,2014-02-05,251,1041.25
12136,9117,Buy,2014-05-31,391,926.01
12137,10826,Sell,2019-04-13,176,1106.37
12138,17028,Sell,2018-03-04,138,834.36
12139,12719,Buy,2023-04-18,110,468.64
12140,11561,Buy,2021-05-30,269,382.91
12141,10886,Sell,2020-06-16,103,1204.08
12142,12511,Sell,2021-04-18,452,672.05
12143,19924,Sell,2022-10-06,347,295.83
12144,19197,Sell,2019-02-28,305,490.37
12145,5939,Buy,2021-12-13,253,933.07
12146,13920,Buy,2014-09-07,55,519.37
12147,4919,Buy,2022-07-02,123,
12148,607,Buy,2016-08-07,118,1141.19
12149,9037,Buy,2020-08-12,37,121.4
12150,3543,Buy,2014-09-24,32,1009.57
12151,13349,Sell,2016-09-22,200,148.9
12152,8215,Sell,2021-11-23,341,686.57
12153,3294,Sell,2019-05-09,25,615.98
12154,1469,Sell,2022-02-09,142,1214.92
12155,11135,Sell,2022-08-12,178,435.68
12156,18488,Sell,2024-04-23,433,237.75
12157,11187,Buy,2021-02-13,16,1289.61
12158,14629,Buy,2021-04-04,369,966.36
12159,3379,Buy,2017-06-12,94,476.67
12160,9199,Buy,2021-01-12,113,628.91
12161,1854,Buy,2022-07-26,351,389.47
12162,12000,Sell,2014-06-29,313,266.38
12163,13319,Sell,2020-01-27,27,1245.06
12164,14049,Buy,2017-06-28,138,12.37
12165,847,Sell,2022-04-05,243,605.83
12166,778,Sell,2017-04-17,179,290.7
12167,11397,Buy,2023-01-06,225,920.15
12168,1456,Buy,2014-12-26,194,1379.8
12169,7635,Buy,2023-06-10,446,1483.17
12170,8056,Buy,2022-12-12,345,635.65
12171,9509,Buy,2016-07-03,133,1197.39
12172,12190,Buy,2017-06-04,411,1046.17
12173,18164,Buy,2017-03-26,187,798.58
12174,13445,Buy,2014-09-26,158,966.1
12175,7693,Sell,2023-08-08,88,298.83
12176,9563,Sell,2021-10-31,225,703.4
12177,9597,Buy,2014-07-03,108,189.56
12178,12030,Sell,2015-08-04,423,269.53
12179,6437,Sell,2024-05-10,300,203.31
12180,18235,Sell,2023-11-18,15,
12181,766,Sell,2023-03-22,109,466.63
12182,363,Sell,2016-11-20,449,557.84
12183,10768,Buy,2019-01-05,84,1445.52
12184,10107,Sell,2021-11-24,98,431.45
12185,14873,Buy,2022-07-04,204,772.33
12186,868,Sell,2014-11-10,290,1386.88
12187,7924,Sell,2024-09-25,32,1077.67
12188,12924,Sell,2021-12-10,382,1241.59
12189,19560,Buy,2020-02-27,157,1304.75
12190,11279,Sell,2015-09-09,99,999.8
12191,16425,Sell,2022-11-28,287,675.99
12192,695,Sell,2020-09-27,117,1157.51
12193,18214,Sell,2016-05-11,146,1267.66
12194,4917,Sell,2015-10-11,319,973.52
12195,11982,Sell,2014-01-20,361,1265.13
12196,18736,Sell,2023-08-03,496,572.02
12197,10876,Buy,2022-08-17,481,298.26
12198,12885,Sell,2024-08-21,289,575.0
12199,16289,Buy,2021-01-16,254,352.49
12200,13777,Sell,2017-03-14,224,705.87
12201,15480,Sell,2020-11-13,74,284.31
12202,8619,Buy,2021-10-31,497,1245.74
12203,11642,Sell,2022-12-22,245,
12204,12012,Buy,2016-12-16,300,1057.92
12205,14335,Sell,2022-08-07,157,1378.15
12206,17068,Buy,2015-02-27,41,889.4
12207,19346,Buy,2021-03-17,133,115.16
12208,10723,Buy,2023-04-07,205,
12209,14480,Buy,2023-10-07,468,1092.56
12210,2481,Sell,2020-08-03,16,495.31
12211,3208,Sell,2014-03-12,176,738.81
12212,11480,Buy,2014-03-27,28,1279.9
12213,14971,Buy,2020-06-09,189,785.28
12214,435,Buy,2020-10-14,360,506.46
12215,17470,Sell,2022-07-30,108,798.93
12216,12473,Buy,2022-11-28,420,274.08
12217,15019,Sell,2015-01-29,349,1260.4
12218,4825,Buy,2016-09-18,436,502.08
12219,14598,Sell,2022-04-11,434,861.26
12220,18328,Buy,2024-01-02,498,1267.2
12221,18337,Sell,2014-10-19,336,820.15
12222,15053,Sell,2019-04-21,6,1328.44
12223,11340,Buy,2016-10-12,283,1308.18
12224,12923,Buy,2020-04-14,244,466.14
12225,9629,Buy,2016-12-03,411,572.22
12226,2678,Sell,2023-04-06,85,483.37
12227,12193,Sell,2018-07-13,128,599.94
12228,424,Sell,2020-06-03,278,377.48
12229,3725,Buy,2019-06-28,477,1262.87
12230,14730,Sell,2022-07-27,187,287.79
12231,13561,Sell,2014-05-25,100,621.84
12232,3277,Sell,2021-03-09,298,166.07
12233,380,Sell,2023-04-16,98,740.0
12234,4110,Sell,2015-04-12,173,1346.33
12235,18867,Buy,2021-08-25,81,293.71
12236,19062,Sell,2024-02-26,98,532.83
12237,17164,Sell,2016-04-13,57,130.34
12238,13590,Sell,2016-09-01,180,1336.15
12239,14204,Sell,2024-09-27,25,439.02
12240,8038,Buy,2018-11-09,201,1133.44
12241,825,Sell,2015-09-19,77,135.76
12242,17734,Buy,2024-05-25,442,93.51
12243,10522,Sell,2024-05-16,195,59.24
12244,15783,Sell,2021-10-06,11,1424.04
12245,17898,Sell,2024-04-14,83,609.43
12246,13572,Buy,2021-07-14,65,355.77
12247,13065,Buy,2014-02-22,460,1301.31
12248,18401,Sell,2017-09-10,264,888.09
12249,2176,Buy,2016-02-06,380,731.03
12250,13415,Buy,2014-09-14,443,583.5
12251,7255,Buy,2023-06-27,149,404.08
12252,19871,Buy,2015-01-23,271,1358.96
12253,8163,Buy,2023-01-14,434,490.63
12254,12456,Buy,2017-08-11,341,218.06
12255,87,Sell,2018-07-01,390,295.45
12256,2923,Sell,2023-07-05,205,603.28
12257,3490,Sell,2014-01-28,330,1410.46
12258,9048,Buy,2024-07-05,410,228.65
12259,8469,Sell,2023-04-17,481,243.9
12260,12557,Sell,2019-11-19,320,604.69
12261,10949,Sell,2018-05-26,106,900.92
12262,10857,Sell,2018-05-19,217,270.63
12263,17936,Sell,2023-01-11,166,368.17
12264,17189,Sell,2021-10-04,64,
12265,19269,Sell,2023-05-17,174,834.39
12266,17325,Sell,2023-10-04,486,1354.01
12267,5013,Buy,2014-10-04,339,63.11
12268,4140,Sell,2018-08-16,174,867.87
12269,2352,Buy,2023-02-01,292,1220.44
12270,17751,Sell,2018-03-13,367,495.69
12271,364,Buy,2017-04-10,95,1136.57
12272,7010,Sell,2018-05-04,403,360.84
12273,12559,Buy,2021-01-31,21,472.71
12274,2888,Buy,2019-06-01,241,762.44
12275,12382,Buy,2023-03-05,44,430.4
12276,15249,Sell,2020-06-01,80,1047.2
12277,17504,Sell,2021-10-16,67,1004.99
12278,10031,Buy,2024-10-17,259,169.3
12279,2063,Buy,2016-04-21,60,73.36
12280,5464,Buy,2020-08-01,191,456.82
12281,11067,Sell,2015-01-08,93,993.79
12282,11488,Buy,2017-02-09,28,1209.14
12283,12739,Buy,2015-09-14,32,40.82
12284,17047,Sell,2017-09-07,207,588.48
12285,10575,Sell,2015-03-13,269,436.66
12286,225,Sell,2022-07-31,254,950.11
12287,2664,Sell,2014-07-03,189,1115.42
12288,16766,Sell,2021-03-09,456,185.63
12289,13037,Buy,2021-03-10,319,70.43
12290,17737,Buy,2021-01-22,392,135.1
12291,3411,Sell,2019-01-24,328,327.26
12292,6451,Buy,2014-12-15,372,1415.68
12293,19315,Buy,2019-06-13,319,1436.43
12294,5404,Sell,2024-11-20,487,251.27
12295,18340,Buy,2024-04-22,225,897.36
12296,12350,Sell,2023-11-01,242,1299.76
12297,15021,Buy,2022-02-09,454,20.95
12298,8239,Sell,2024-10-23,26,1054.86
12299,13840,Buy,2019-03-03,264,1023.71
12300,17706,Sell,2017-10-15,430,906.97
12301,11813,Buy,2024-11-22,1,62.96
12302,5520,Sell,2014-05-31,221,1429.02
12303,13519,Sell,2023-01-14,334,1107.02
12304,14951,Sell,2022-06-26,299,324.5
12305,13734,Sell,2023-06-16,474,319.45
12306,11533,Sell,2014-02-23,161,1428.29
12307,2732,Sell,2017-08-08,98,647.74
12308,8339,Buy,2021-07-28,464,687.83
12309,13104,Sell,2022-12-01,162,874.74
12310,1479,Sell,2016-12-10,179,35.54
12311,17020,Sell,2024-12-05,100,78.24
12312,16971,Buy,2019-09-10,445,786.67
12313,14119,Buy,2018-02-07,91,655.05
12314,19037,Sell,2021-06-19,447,947.04
12315,13414,Buy,2015-10-27,157,243.54
12316,4696,Sell,2016-02-27,204,823.2
12317,11191,Buy,2021-02-12,83,914.22
12318,1730,Buy,2022-12-12,278,597.53
12319,2104,Buy,2022-12-22,449,
12320,1721,Sell,2022-06-13,397,214.91
12321,11223,Sell,2014-05-24,162,421.58
12322,5089,Sell,2018-11-21,176,
12323,2131,Sell,2015-05-14,30,789.83
12324,16317,Buy,2019-09-05,86,372.37
12325,14504,Sell,2019-06-12,237,1215.96
12326,19657,Buy,2022-04-12,10,1107.76
12327,3879,Buy,2023-03-13,229,919.31
12328,10160,Buy,2024-10-30,330,247.0
12329,19452,Buy,2015-09-04,399,610.9
12330,12066,Sell,2017-12-30,5,326.78
12331,13978,Sell,2024-09-30,26,809.54
12332,8487,Buy,2021-06-24,106,1385.51
12333,7925,Buy,2017-05-29,476,894.63
12334,8950,Sell,2015-04-29,439,1127.57
12335,14513,Buy,2018-10-29,261,848.28
12336,18074,Sell,2016-11-04,378,1111.55
12337,2360,Buy,2016-01-13,341,431.65
12338,10977,Sell,2022-02-18,335,797.59
12339,13740,Buy,2019-10-03,372,1150.25
12340,1826,Sell,2020-08-06,85,597.81
12341,13180,Sell,2016-05-04,492,743.93
12342,14826,Buy,2018-08-06,109,1480.39
12343,15966,Buy,2022-03-05,220,900.88
12344,2693,Sell,2024-02-10,124,1086.26
12345,9412,Buy,2024-03-31,379,347.39
12346,13057,Buy,2018-09-09,376,1444.01
12347,12868,Sell,2018-04-16,336,112.93
12348,10557,Sell,2018-03-11,420,1052.72
12349,13620,Sell,2017-05-05,250,193.6
12350,7706,Sell,2015-11-23,149,1087.2
12351,6697,Sell,2022-06-14,123,519.99
12352,18549,Sell,2023-04-08,468,706.54
12353,16607,Sell,2016-09-15,117,216.44
12354,14307,Buy,2021-08-25,482,1268.76
12355,17921,Sell,2017-11-05,472,329.42
12356,9364,Sell,2014-08-31,172,1179.89
12357,1979,Buy,2019-12-27,151,273.05
12358,8548,Buy,2024-06-28,293,427.22
12359,3208,Buy,2022-02-15,83,1420.05
12360,17040,Sell,2020-12-13,426,539.44
12361,11031,Sell,2021-05-25,224,1340.23
12362,2197,Sell,2016-04-18,218,897.84
12363,5344,Sell,2014-07-19,472,1075.4
12364,19754,Buy,2022-12-25,416,1308.31
12365,8722,Sell,2019-04-04,167,1101.04
12366,7170,Sell,2014-03-29,134,97.61
12367,17060,Buy,2021-06-30,18,
12368,1470,Buy,2022-11-11,327,1307.68
12369,4102,Buy,2018-09-01,311,869.22
12370,3573,Sell,2020-10-27,433,872.45
12371,7526,Buy,2018-04-22,312,502.89
12372,8842,Sell,2014-03-26,211,147.13
12373,14864,Buy,2015-12-16,251,800.21
12374,12899,Sell,2019-08-26,83,158.17
12375,1098,Sell,2021-07-10,149,953.23
12376,16585,Buy,2021-08-22,373,1250.27
12377,13282,Buy,2019-01-03,81,1450.39
12378,18970,Buy,2020-11-29,88,725.58
12379,12478,Buy,2020-07-27,335,191.69
12380,13391,Sell,2016-05-13,71,39.9
12381,313,Buy,2015-12-28,397,901.46
12382,19482,Buy,2024-03-16,139,819.03
12383,9037,Sell,2024-06-15,415,1334.52
12384,1219,Buy,2022-04-07,22,1033.71
12385,11329,Buy,2022-09-11,63,735.56
12386,16491,Sell,2019-05-22,437,318.01
12387,16551,Buy,2021-04-09,390,550.6
12388,16193,Buy,2019-11-01,18,377.26
12389,8034,Sell,2024-09-26,457,1173.86
12390,4811,Buy,2016-02-18,260,795.42
12391,16883,Buy,2019-05-19,393,
12392,16083,Sell,2019-11-06,187,456.29
12393,8512,Sell,2019-02-12,11,612.24
12394,15905,Buy,2016-07-19,97,1383.17
12395,14548,Sell,2018-06-23,97,310.49
12396,13108,Sell,2019-09-08,498,507.25
12397,2897,Buy,2023-07-26,31,
12398,7202,Sell,2021-03-06,313,897.92
12399,9816,Sell,2020-11-02,331,272.21
12400,12468,Buy,2021-09-24,181,1007.15
12401,15468,Buy,2016-12-20,333,505.32
12402,16301,Sell,2024-05-19,122,1398.25
12403,2794,Sell,2017-01-15,312,908.11
12404,13288,Sell,2023-09-28,257,1443.4
12405,5413,Buy,2024-04-30,100,34.92
12406,14430,Buy,2014-12-07,311,1382.48
12407,17147,Buy,2021-11-18,342,666.75
12408,11505,Buy,2016-10-03,499,855.77
12409,9889,Buy,2016-04-20,65,133.95
12410,2658,Sell,2021-02-22,79,1459.83
12411,13966,Buy,2022-01-13,452,300.55
12412,14119,Sell,2024-06-24,166,1235.0
12413,1064,Sell,2018-08-13,43,1083.67
12414,9382,Sell,2014-09-29,56,1018.98
12415,13685,Sell,2021-05-17,70,459.92
12416,8311,Sell,2014-05-26,36,1352.75
12417,736,Buy,2015-09-07,446,228.22
12418,17384,Sell,2019-05-08,77,787.17
12419,8218,Buy,2018-06-03,129,1324.07
12420,1238,Buy,2015-10-10,68,1343.99
12421,11047,Buy,2017-11-15,380,90.1
12422,6964,Buy,2022-10-17,231,1240.16
12423,10359,Buy,2016-10-13,191,911.35
12424,11416,Sell,2021-06-16,316,950.71
12425,16159,Sell,2017-12-21,263,22.97
12426,5193,Sell,2023-06-24,335,1189.64
12427,3626,Sell,2020-12-04,233,1378.0
12428,12986,Sell,2023-02-23,160,1387.59
12429,9972,Sell,2022-12-11,251,1421.36
12430,3239,Sell,2017-09-20,221,1439.86
12431,9277,Sell,2018-01-10,375,189.72
12432,15612,Buy,2024-06-25,209,605.46
12433,19252,Buy,2016-04-18,175,645.41
12434,18952,Sell,2017-06-14,230,1045.61
12435,12761,Buy,2023-02-16,142,659.97
12436,15624,Buy,2024-04-22,214,1330.34
12437,10100,Buy,2022-12-05,456,974.81
12438,12252,Buy,2020-08-22,266,846.84
12439,15055,Buy,2016-05-06,3,95.01
12440,6215,Sell,2016-08-21,49,1312.66
12441,3641,Buy,2020-02-04,188,1225.75
12442,16693,Buy,2018-04-21,319,652.7
12443,17572,Sell,2021-03-14,27,534.89
12444,2706,Buy,2022-07-11,56,571.75
12445,4473,Sell,2021-03-02,330,263.04
12446,860,Sell,2017-03-06,495,173.21
12447,19121,Buy,2023-07-31,383,1191.4
12448,6097,Buy,2021-01-05,154,1376.23
12449,18806,Buy,2021-04-30,51,938.34
12450,15559,Sell,2015-06-24,58,371.3
12451,13505,Sell,2015-01-11,265,406.22
12452,18583,Buy,2017-11-09,95,316.41
12453,5731,Buy,2020-02-18,39,66.23
12454,8605,Sell,2020-10-30,256,423.16
12455,14734,Sell,2020-05-06,65,134.2
12456,863,Sell,2022-06-17,338,179.3
12457,5960,Buy,2018-07-28,444,592.76
12458,18853,Sell,2024-11-29,208,851.26
12459,17355,Buy,2023-06-09,200,199.14
12460,6977,Sell,2014-11-18,156,120.16
12461,5429,Sell,2023-07-09,409,1078.96
12462,6851,Sell,2019-04-24,213,297.11
12463,3874,Buy,2017-06-01,484,354.93
12464,5462,Buy,2022-05-07,123,1321.11
12465,7814,Sell,2015-05-08,267,1184.97
12466,17065,Sell,2019-03-13,229,729.76
12467,11062,Buy,2023-11-11,274,866.92
12468,4178,Buy,2016-09-26,40,681.13
12469,16955,Buy,2020-12-25,273,918.28
12470,8113,Buy,2016-06-24,358,689.42
12471,12604,Buy,2022-03-09,61,104.6
12472,10364,Buy,2017-12-11,491,466.4
12473,13680,Buy,2024-08-31,24,1298.1
12474,19111,Buy,2020-03-21,224,1485.34
12475,5389,Buy,2014-01-26,84,121.11
12476,9932,Sell,2020-10-13,477,1098.22
12477,7547,Buy,2014-07-15,377,392.59
12478,4932,Buy,2014-11-21,274,1271.42
12479,1625,Buy,2015-04-25,350,344.61
12480,12270,Sell,2016-07-12,159,364.79
12481,8103,Buy,2021-04-13,215,225.89
12482,5533,Sell,2021-01-07,233,1173.04
12483,9753,Buy,2018-11-09,330,624.66
12484,4028,Buy,2020-08-22,471,1343.0
12485,13524,Sell,2024-10-31,113,1124.68
12486,6235,Sell,2014-08-15,222,289.47
12487,11236,Buy,2023-12-17,379,
12488,8684,Buy,2021-05-20,102,1375.24
12489,7728,Sell,2015-04-14,2,1147.5
12490,3504,Sell,2018-11-05,194,1421.75
12491,15299,Sell,2024-04-16,82,1324.71
12492,2801,Buy,2014-08-14,278,612.82
12493,15514,Buy,2023-08-22,185,1008.91
12494,10768,Sell,2015-06-04,345,430.52
12495,2177,Buy,2014-02-09,309,1160.5
12496,10817,Sell,2014-10-19,110,948.81
12497,19163,Buy,2024-02-29,411,649.35
12498,7478,Sell,2015-10-24,258,992.08
12499,1126,Buy,2021-04-23,169,1091.08
12500,10393,Sell,2020-09-03,15,613.87
12501,17870,Sell,2020-01-19,51,172.27
12502,18925,Buy,2024-02-02,83,
12503,2949,Buy,2019-07-01,218,980.6
12504,18458,Sell,2019-04-04,154,886.12
12505,13878,Buy,2019-10-13,498,1366.03
12506,15655,Buy,2019-04-17,386,1434.63
12507,6505,Sell,2018-03-25,16,533.8
12508,3398,Buy,2014-08-29,65,648.4
12509,7896,Sell,2014-12-06,473,541.03
12510,16251,Buy,2015-08-21,429,501.03
12511,2630,Sell,2022-01-27,136,1084.1
12512,8744,Sell,2022-10-30,93,574.56
12513,10479,Sell,2018-07-29,43,897.17
12514,8373,Buy,2020-10-22,253,1465.94
12515,14398,Sell,2016-03-20,352,1231.29
12516,19102,Sell,2022-05-09,36,510.49
12517,3033,Buy,2019-01-27,96,32.21
12518,11894,Sell,2016-08-29,427,358.98
12519,15190,Buy,2014-01-27,492,144.99
12520,12131,Buy,2019-05-11,280,98.88
12521,18900,Sell,2017-01-29,134,522.42
12522,19941,Buy,2016-03-22,152,157.62
12523,2178,Sell,2019-10-13,114,153.38
12524,19864,Buy,2023-05-11,469,891.55
12525,18317,Sell,2023-09-16,433,1231.23
12526,15167,Buy,2022-08-13,395,900.49
12527,12863,Buy,2021-10-15,394,54.78
12528,7042,Buy,2017-05-12,104,416.18
12529,360,Buy,2014-12-18,493,403.39
12530,19795,Sell,2022-06-29,28,12.97
12531,19336,Buy,2017-05-17,108,
12532,275,Buy,2016-09-07,179,1225.2
12533,6123,Buy,2015-11-09,397,1119.27
12534,118,Buy,2021-01-02,83,676.11
12535,18109,Buy,2020-10-01,117,1240.7
12536,16533,Buy,2020-05-09,254,1111.03
12537,9675,Sell,2020-10-20,209,217.22
12538,7616,Sell,2023-09-10,34,1305.32
12539,18171,Buy,2015-10-21,170,109.69
12540,6148,Buy,2014-10-12,80,1027.14
12541,1240,Buy,2021-08-12,500,985.89
12542,16747,Sell,2015-01-03,99,386.54
12543,6624,Sell,2024-09-02,305,952.33
12544,9863,Sell,2023-01-21,188,1121.51
12545,15065,Buy,2020-11-15,135,571.27
12546,17624,Buy,2015-02-13,346,1195.76
12547,9214,Buy,2016-01-03,270,35.73
12548,6110,Buy,2022-06-01,386,417.13
12549,7978,Sell,2015-08-03,378,47.6
12550,6552,Buy,2017-08-19,408,992.21
12551,14848,Sell,2018-04-21,361,1345.53
12552,4133,Sell,2014-01-06,183,507.97
12553,4776,Sell,2024-11-16,362,308.97
12554,13842,Sell,2016-07-01,469,841.16
12555,6048,Sell,2020-02-01,132,90.79
12556,14049,Sell,2014-07-28,111,524.84
12557,18797,Sell,2014-05-20,387,369.87
12558,13999,Buy,2020-12-04,130,682.98
12559,8635,Sell,2018-08-04,271,1349.81
12560,17069,Buy,2016-12-30,309,1481.54
12561,9346,Sell,2016-07-06,180,743.38
12562,12254,Buy,2021-10-19,48,820.62
12563,694,Sell,2021-02-26,244,331.6
12564,15296,Buy,2018-05-18,353,1191.94
12565,18841,Sell,2018-03-04,269,329.27
12566,10390,Sell,2019-04-11,44,
12567,17971,Sell,2023-10-15,28,894.18
12568,16684,Buy,2024-12-30,461,938.46
12569,9020,Sell,2019-03-21,143,
12570,15466,Buy,2021-01-15,67,1327.89
12571,5447,Sell,2019-10-04,376,391.73
12572,16881,Buy,2016-05-20,329,1285.92
12573,430,Buy,2021-05-02,321,313.66
12574,6384,Sell,2020-01-22,400,994.84
12575,63,Buy,2015-01-14,72,1380.72
12576,11275,Buy,2019-06-11,411,1443.07
12577,10275,Buy,2017-04-10,257,230.71
12578,5569,Buy,2018-11-03,456,1183.55
12579,1134,Sell,2022-06-29,334,539.83
12580,9015,Sell,2022-05-05,222,
12581,10950,Sell,2018-06-25,45,1491.66
12582,7829,Buy,2015-05-10,420,1368.39
12583,6218,Sell,2015-05-23,3,256.76
12584,15543,Buy,2020-12-30,256,855.87
12585,17420,Sell,2014-04-03,374,904.49
12586,13667,Sell,2016-09-02,197,668.16
12587,16792,Sell,2022-08-25,97,276.45
12588,8258,Sell,2020-05-13,247,808.36
12589,9401,Sell,2023-10-01,223,1455.93
12590,12947,Sell,2019-12-30,115,1195.53
12591,753,Buy,2017-04-09,30,328.04
12592,3493,Buy,2023-05-08,357,1281.67
12593,13458,Sell,2023-02-22,469,1034.11
12594,8052,Sell,2022-06-25,68,743.54
12595,5430,Buy,2019-11-04,433,1215.51
12596,10839,Sell,2020-02-10,491,1114.88
12597,9657,Sell,2024-03-14,14,498.06
12598,1789,Sell,2024-11-16,164,368.71
12599,15108,Sell,2023-07-18,463,504.28
12600,8188,Buy,2022-05-25,242,556.26
12601,16105,Sell,2019-05-21,352,1045.65
12602,11234,Sell,2023-08-05,203,1401.72
12603,17809,Buy,2017-03-09,100,1105.12
12604,6459,Buy,2015-01-04,71,1102.53
12605,16914,Buy,2018-06-06,4,347.34
12606,5258,Sell,2015-03-10,344,412.18
12607,4385,Buy,2019-11-10,414,839.69
12608,580,Buy,2019-07-01,390,1387.84
12609,926,Sell,2016-10-13,101,480.2
12610,2814,Sell,2023-01-03,479,906.56
12611,4438,Buy,2016-10-20,248,690.09
12612,18935,Buy,2017-11-20,19,1430.19
12613,11391,Buy,2014-11-06,297,1398.4
12614,19056,Buy,2015-09-07,388,1334.26
12615,4330,Buy,2020-10-17,260,1412.04
12616,7915,Buy,2018-08-29,209,1038.67
12617,10658,Sell,2017-12-06,455,1141.5
12618,3121,Sell,2014-05-08,37,1221.84
12619,19908,Sell,2018-03-10,407,1169.0
12620,12654,Buy,2024-09-02,98,21.29
12621,3588,Buy,2016-04-12,400,200.63
12622,13842,Buy,2024-04-05,218,257.81
12623,5830,Sell,2022-06-03,207,1102.57
12624,6277,Sell,2021-10-16,271,1114.66
12625,13263,Buy,2018-10-02,59,373.99
12626,17690,Sell,2019-01-07,73,711.82
12627,194,Buy,2024-12-11,93,1471.36
12628,3802,Buy,2018-11-21,42,322.31
12629,5706,Sell,2017-11-13,286,1038.25
12630,12220,Buy,2017-11-17,303,1045.17
12631,3261,Buy,2016-06-22,125,642.48
12632,5765,Sell,2024-02-03,373,1480.5
12633,19827,Sell,2019-04-05,205,1316.5
12634,4561,Sell,2019-11-15,432,
12635,12154,Sell,2021-10-07,309,223.29
12636,16400,Sell,2022-12-09,468,342.58
12637,2501,Buy,2021-04-17,283,1134.98
12638,530,Buy,2022-06-27,255,697.64
12639,16626,Sell,2024-12-12,346,462.85
12640,180,Sell,2018-10-21,475,1388.14
12641,11071,Buy,2014-12-01,394,
12642,13161,Buy,2019-01-07,364,21.85
12643,19829,Buy,2022-01-14,43,1247.44
12644,16672,Sell,2021-09-24,85,683.47
12645,18623,Buy,2016-03-15,19,412.12
12646,562,Sell,2018-06-15,245,466.27
12647,9712,Sell,2024-10-28,401,1234.3
12648,18083,Buy,2024-10-29,319,773.78
12649,5910,Buy,2020-09-10,95,1154.55
12650,10658,Buy,2018-08-30,251,635.77
12651,19287,Buy,2024-07-21,372,1146.02
12652,17480,Buy,2022-03-07,2,1350.78
12653,9632,Sell,2016-07-23,408,755.22
12654,866,Buy,2022-09-04,197,543.85
12655,10243,Buy,2017-08-04,412,228.9
12656,12330,Buy,2019-01-13,325,555.21
12657,5729,Sell,2015-10-01,448,682.21
12658,16689,Sell,2023-07-30,194,700.13
12659,365,Buy,2014-03-05,467,702.98
12660,7722,Buy,2020-12-23,292,926.11
12661,13043,Sell,2021-09-01,345,1026.54
12662,9584,Sell,2024-09-06,78,444.89
12663,8712,Buy,2015-04-08,25,294.87
